ID,Station Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
147590,7501 CHARGING STATION 250,public,ChargePoint Network,2024-10-10,2019-11-08,,,1.0,7501 Wisconsin Ave,Bethesda,MD,20814,38.985269,-77.093619,,J1772
148178,College Square Shopping Center,public,Blink Network,2024-10-10,2011-04-15,,,2.0,444 WMC Drive,Westminster,MD,21158,39.5867228,-77.0133356,FREE,J1772
148182,Winchester Hall,public,Blink Network,2024-10-10,2014-10-28,,,1.0,12 East Church Street,Frederick,MD,21701,39.4149343,-77.4097442,FREE,J1772
148193,PHH,public,Blink Network,2024-10-10,2011-08-12,,,1.0,940 Ridgebrook Rd,Sparks,MD,21152,39.525064,-76.649015,FREE,J1772
148194,Firaxis Games,public,Blink Network,2024-10-10,2015-11-18,,,8.0,10 Loveton Cir,Sparks Glencoe,MD,21152,39.5212999,-76.646339,$0.00-$0.20/kWh Variable Energy Fee,J1772
148200,"Walgreens - Eldersberg, MD #7678",public,Blink Network,2024-10-10,2011-11-22,,,1.0,1260 Liberty Rd,Eldersberg,MD,21784,39.4047804,-76.951296,$2.00/Hr Parking Fee,J1772
148208,Metro Garage 1,public,Blink Network,2024-10-10,2016-12-09,,,2.0,5048 Painters Mill Road,Owings Mills,MD,21117,39.4058654,-76.7787821,$0.00-$2.00/Hr Variable Parking Fee,J1772
148213,"Walgreens - Bel Air, MD #11999",public,Blink Network,2024-10-10,2011-11-22,,,1.0,1927 Emmorton Rd,Bel Air,MD,21015,39.5019452,-76.3265292,$2.00/Hr Parking Fee,J1772
148215,The Yards at Fieldside Village,public,Blink Network,2024-10-10,2019-09-06,,,1.0,816 Long Dr,Aberdeen,MD,21001,39.5328597,-76.1895162,FREE,J1772
148227,"Walgreens - Baltimore, MD #6779",public,Blink Network,2024-10-10,2012-01-10,,,1.0,9616 Hartford Road,Baltimore,MD,21234,39.396155,-76.523482,$2.00/Hr Parking Fee,J1772
148228,St. John Properties,public,Blink Network,2024-10-10,2011-12-31,,,2.0,2560 Lord Baltimore Drive,Baltimore,MD,21244,39.325403,-76.751758,$1.00/Hr Parking Fee,J1772
148229,The Gate at Aberdeen Proving Ground,public,Blink Network,2024-10-10,2015-12-05,,,2.0,"6180 Guardian Gateway, Suite 102",Aberdeen Proving Ground,MD,21005,39.48913133,-76.1621383,$0.50-$0.75/Hr Variable Parking Fee,J1772
148231,"Walgreens - Edgewood, MD #9342",public,Blink Network,2024-10-10,2011-11-21,,,1.0,1930 Pulaski Highway,Edgewood,MD,21040,39.4354502,-76.3141145,$2.00/Hr Parking Fee,J1772
148233,Parks and People Foundation,public,Blink Network,2024-10-10,2014-12-26,,,2.0,2100 Liberty Heights Ave.,Baltimore,MD,21217,39.319529,-76.651367,FREE,J1772
148234,MedStar Union Memorial Hospital,public,Blink Network,2024-10-10,2017-01-26,,,2.0,201 E. University Pkwy,Baltimore,MD,21218,39.329267,-76.614289,FREE,J1772
148235,Johns Hopkins University,public,Blink Network,2024-10-10,2011-06-08,,,5.0,3101 Wyman Park Dr,Baltimore,MD,21211,39.3259113,-76.6215812,FREE,J1772
148237,The Fitzgerald Parking Garage,public,Blink Network,2024-10-10,2011-03-18,,,2.0,1201 West Mt. Royal Ave.,Baltimore,MD,21217,39.307469,-76.619217,FREE,J1772
148238,Win Kelly Dealership,public,Blink Network,2024-10-10,2011-12-03,,,2.0,12421 Auto Drive,Clarksville,MD,21029,39.2112679,-76.941624,FREE,J1772
148246,TEN.M,public,Blink Network,2024-10-10,2017-01-23,,,2.0,10100 Twin Rivers Rd,Columbia,MD,21044,39.2165937,-76.8684038,$0.00-$5.00/Hr Variable Parking Fee,J1772
148247,2 Hopkins Apartments,public,Blink Network,2024-10-10,2017-04-12,,,2.0,2 Hopkins Plaza,Baltimore,MD,21201,39.288894,-76.6172399,$2.00/Hr Parking Fee,J1772
148249,The Metropolitan Downtown Columbia,public,Blink Network,2024-10-10,2011-11-18,,,2.0,Town Center Avenue,Columbia,MD,21044,39.214536,-76.86736339999999,FREE,J1772
148252,36 S. Charles St,public,Blink Network,2024-10-10,2017-08-28,,,1.0,36 S Charles Street,Baltimore,MD,21201,39.2879203,-76.6155026,FREE,J1772
148255,LAZ Parking,public,Blink Network,2024-10-10,2017-11-01,,,8.0,17 E Conway St,Baltimore,MD,21202,39.2838341,-76.6139854,$1.00-$5.00/Hr Variable Parking Fee,J1772
148256,President Street Parking Garage,public,Blink Network,2024-10-10,2011-12-20,,,1.0,815 E. Pratt Street,Baltimore,MD,21202,39.286911,-76.6033829,FREE,J1772
148269,McHenry Row,public,Blink Network,2024-10-10,2011-10-03,,,1.0,1603 Whetstone Way,Baltimore,MD,21230,39.2690144,-76.5997877,$0.10/kWh Energy Fee,J1772
148270,McHenry Row - East Garage,public,Blink Network,2024-10-10,2011-10-03,,,2.0,1631 Whetstone Way,Baltimore,MD,21230,39.26856357,-76.59919685,$0.10/kWh Energy Fee,J1772
148271,Research Boulevard (Charging Stations),public,Blink Network,2024-10-10,2014-12-10,,,4.0,1803 Research Blvd,Rockville,MD,20850,39.0984845,-77.1796859,FREE,J1772
148272,Nokes Plaza,public,Blink Network,2024-10-10,2016-04-26,,,2.0,21305 Windmill Parc Drive,Sterling,VA,20166,39.0264789,-77.4179548,"$1.00/Hr Parking Fee , $0.25/kWh Energy Fee",J1772
148273,Atlantic Corporate Park,public,Blink Network,2024-10-10,2019-07-03,,,1.0,45600 Woodland Rd,Sterling,VA,20166,39.0209863,-77.4240542,FREE,J1772
148278,Rockville Town Center,public,Blink Network,2024-10-10,2014-11-20,,,4.0,44 Maryland Ave.,Rockville,MD,20850,39.0842791,-77.15094091,FREE,J1772
148280,Maple Lawn - 8115,public,Blink Network,2024-10-10,2016-07-26,,,6.0,8115 Maple Lawn Blvd.,Fulton,MD,20759,39.1520206,-76.9026864,$0.50-$0.95/Hr Variable Parking Fee,J1772
148282,Maple Lawn 4,public,Blink Network,2024-10-10,2018-06-13,,,1.0,8160 Maple Lawn Boulevard,Fulton,MD,20759,39.1492926,-76.9053992,$0.50-$0.75/Hr Variable Parking Fee,J1772
148287,"7900 Washington Blvd., Jessup, MD 20794",public,Blink Network,2024-10-10,2015-12-23,,,2.0,7900 Washington Blvd.,Jessup,MD,20794,39.1720712,-76.7867934,FREE,J1772
148290,"Walgreens - Brooklyn Park, MD #6007",public,Blink Network,2024-10-10,2012-01-10,,,1.0,5740 Ritchie Highway,Brooklyn Park,MD,21225,39.216143,-76.615116,$2.00/Hr Parking Fee,J1772
148291,Fleet Lot,public,Blink Network,2024-10-10,2018-11-09,,,4.0,7201 Corporate Center Dr,Hanover,MD,21076,39.1890522,-76.6983085,FREE,J1772
148294,BWI Airport - Daily Rooftop,public,Blink Network,2024-10-10,2011-05-15,,,2.0,7062 Elm Road,Baltimore,MD,21240,39.18806,-76.67759,FREE,J1772
148295,BWI Airport - Daily Ground Floor,public,Blink Network,2024-10-10,2011-04-12,,,4.0,7062 Elm Road,Baltimore,MD,21240,39.1869346,-76.6776287,FREE,J1772
148297,BWI Airport - Hourly Ground Floor,public,Blink Network,2024-10-10,2011-04-14,,,4.0,7062 Elm Road,Baltimore,MD,21240,39.180144,-76.670086,FREE,J1772
148299,One Courthouse Metro,public,Blink Network,2024-10-10,2016-04-01,,,2.0,2200 Wilson Blvd,Arlington,VA,22201,38.89117283483909,-77.08604128807558,FREE,J1772
148302,Randolph Plaza,public,Blink Network,2024-10-10,2016-12-05,,,2.0,57 Randolph RD,Silver Spring,MD,20904,39.076167,-77.004377,FREE,J1772
148303,Potomac Place Shopping Center,public,Blink Network,2024-10-10,2012-01-04,,,1.0,10122 River Road,Potomac,MD,20854,39.016489,-77.209277,FREE,J1772
148304,11200 Rockville Pike LLC,public,Blink Network,2024-10-10,2014-03-14,,,4.0,11200 Rockville Pike,Rockville,MD,20852,39.0408693,-77.11046190000002,FREE,J1772
148306,The Elms At Shannon\'s Glen,public,Blink Network,2024-10-10,2016-08-23,,,4.0,7811 Shannon's Glen DR,Jessup,MD,20794,39.140761,-76.760309,"$0.00-$5.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",J1772
148311,Reston Town Center - Purple Garage,public,Blink Network,2024-10-10,2015-12-02,,,4.0,11951 Freedom Drive,Reston,VA,20190,38.95972241,-77.3594275,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",J1772
148314,Reston Town Center - Orange Garage,public,Blink Network,2024-10-10,2015-04-11,,,4.0,11955 Democracy Drive,Reston,VA,20190,38.9573635,-77.35888735,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",J1772
148315,Signature,public,Blink Network,2024-10-10,2018-03-07,,,6.0,11850 Freedom Drive,Reston,VA,20190,38.9589315,-77.3556958,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",J1772
148318,Electrify America Reston Site,public,Blink Network,2024-10-10,2017-09-08,,,12.0,2003 Edmund Halley Drive,Reston,VA,20191,38.9513071,-77.3593733,$0.00-$1.80/Hr Variable Parking Fee,J1772
148326,Lionsgate at Woodmont Corner Condo,public,Blink Network,2024-10-10,2017-07-24,,,3.0,7710 Woodmont Ave,Bethesda,MD,20814,38.9868489,-77.0965435,FREE,J1772
148333,7201 Wisconsin Ave,public,Blink Network,2024-10-10,2018-06-27,,,2.0,7201 Wisconsin Ave,Bethesda,MD,20814,38.981871580746,-77.092507975913,"$0.00-$2.00/Hr Variable Parking Fee, $0.13/kWh Energy Fee",J1772
148335,"8737 Colesville Rd, LLC",public,Blink Network,2024-10-10,2016-08-15,,,2.0,8737 Colesville Road,Silver Spring,MD,20910,38.998714,-77.0257707,FREE,J1772
148336,The Citron Apartments - Foulger-Pratt,public,Blink Network,2024-10-10,2012-02-03,,,1.0,815 Pershing Drive,Silver Spring,MD,20910,38.9981068,-77.0239052,FREE,J1772
148337,Blair House,public,Blink Network,2024-10-10,2011-05-15,,,1.0,8201 16th St.,Silver Spring,MD,20910,38.991846,-77.034751,$1.00-$2.00/Hr Variable Parking Fee,J1772
148339,The Blairs Shopping Center,public,Blink Network,2024-10-10,2011-05-15,,,2.0,1280 East-West Hwy,Silver Spring,MD,20910,38.99207106,-77.03287763,$1.00-$2.00/Hr Variable Parking Fee,J1772
148343,531701  Valo Park,public,Blink Network,2024-10-10,2018-05-18,,,4.0,7950 Jones Branch Drive,McLean,VA,22107,38.9316133,-77.2192237,$0.00-$5.00/Hr Variable Parking Fee,J1772
148345,6862 Elm St Offices and Signet Condos Garage,public,Blink Network,2024-10-10,2018-08-08,,,2.0,6900 Fleetwood Road,McLean,VA,22101,38.9379928,-77.1809713,FREE,J1772
148348,Geico West Lot,public,Blink Network,2024-10-10,2018-02-15,,,2.0,4608 Willard Avenue,Bethesda,MD,20815,38.9611248,-77.0903933,$1.00/Hr Parking Fee,J1772
148350,531704 - The Shops at Wisconsin Place,public,Blink Network,2024-10-10,2018-09-01,,,6.0,4412 Willard Avenue,Chevy Chase,MD,20815,38.9611607,-77.0873737,$1.50-$5.00/Hr Variable Parking Fee,J1772
148354,8150 Leesburg Pike,public,Blink Network,2024-10-10,2014-07-18,,,2.0,"8150 Leesburg Pike, Suite 1100",Vienna,VA,22182,38.9164397,-77.2267097,$0.50-$1.00/Hr Variable Parking Fee,J1772
148355,Chesapeake Building,public,Blink Network,2024-10-10,2012-08-08,,,1.0,3115 Chesapeake Building,College Park,MD,20742,38.998001,-76.941887,FREE,J1772
148356,"Walgreens - Vienna, VA #13589",public,Blink Network,2024-10-10,2019-05-24,,,1.0,225 Maple Avenue,Vienna,VA,22180,38.903723,-77.261365,$2.00/Hr Parking Fee,J1772
148357,Severn Building,public,Blink Network,2024-10-10,2011-09-21,,,1.0,5245 Greenbelt Road,College Park,MD,20740,38.9980404,-76.9199156,FREE,J1772
148361,College Park Downtown Parking Garage,public,Blink Network,2024-10-10,2017-01-27,,,2.0,7308 Yale Avenue,College Park,MD,20740,38.9804536,-76.9367647,FREE,J1772
148362,Foxhall East Inc.,public,Blink Network,2024-10-10,2017-09-20,,,2.0,"4200 Massachusetts Ave, NW",Washington,DC,20016,38.9348171,-77.0828442,$1.00-$2.00/Hr Variable Parking Fee,J1772
148365,"Walgreens - Fairfax, VA #11927",public,Blink Network,2024-10-10,2011-11-21,,,1.0,3050-A Nutley Street,Fairfax,VA,22031,38.8715587,-77.2634002,$2.00/Hr Parking Fee,J1772
148367,Halstead Square,public,Blink Network,2024-10-10,2011-07-21,,,1.0,2750 Gallows Road,Vienna,VA,22180,38.8786822,-77.228186,FREE,J1772
148369,WashColl-Lot-B,public,Blink Network,2024-10-10,2011-09-28,,,1.0,300 Washington Avenue,Chestertown,MD,21620,39.2180241,-76.0692262,FREE,J1772
148370,WashColl-Lot-D,public,Blink Network,2024-10-10,2011-09-28,,,1.0,300 Washington Avenue,Chestertown,MD,21620,39.2180241,-76.0692262,FREE,J1772
148372,Lenkin Co 2201,public,Blink Network,2024-10-10,2011-10-19,,,2.0,2201 Wisconsin Ave NW,Washington,DC,20007,38.9192265,-77.0706446,$1.00/Hr Parking Fee,J1772
148379,The Louis,public,Blink Network,2024-10-10,2015-02-16,,,1.0,1920 14th Street NW,Washington,DC,20009,38.9163243,-77.0323174,FREE,J1772
148382,Homewood Suites Arlington Rosslyn Key Bridge,public,Blink Network,2024-10-10,2016-03-19,,,1.0,1900 N Quinn St,Arlington,VA,22209,38.8970405,-77.078841,FREE,J1772
148383,Rhode Island Row,public,Blink Network,2024-10-10,2011-10-25,,,3.0,"2350 Washington Place, NE.",Washington,DC,20018,38.9215664,-76.993693,FREE,J1772
148384,531707 Lenkin Co 1625,public,Blink Network,2024-10-10,2018-09-10,,,6.0,1625 Massachusetts Avenue Northwest,Washington,DC,20036,38.9081864,-77.0380059,$1.00/Hr Parking Fee,J1772
148385,1250 Connecticut,public,Blink Network,2024-10-10,2015-02-16,,,2.0,"1250 Connecticut Avenue, NW",Washington,DC,20036,38.9068836,-77.0423311,$0.00-$10.00/Hr Variable Parking Fee,J1772
148386,531713  The Jefferson Building,public,Blink Network,2024-10-10,2019-02-06,,,4.0,1225 19th Street Northwest,Washington,DC,20036,38.9066664,-77.0430436,$0.15/kWh Energy Fee,J1772
148387,Hines - 1200 Nineteenth Street NW,public,Blink Network,2024-10-10,2016-12-21,,,4.0,1200 19th Street NW Suite 260,Washington,DC,20036,38.9060995,-77.0438477,$1.00/Hr Parking Fee,J1772
148389,Holiday Inn Washington DC-Central/White House,public,Blink Network,2024-10-10,2012-08-29,,,1.0,1501 Rhode Island Avenue NW,Washington,DC,20005,38.9079994,-77.0347353,$2.00/Hr Parking Fee,J1772
148393,1200 17th Street NW,public,Blink Network,2024-10-10,2014-11-05,,,4.0,"1200 17th Street, NW",Washington,DC,20036,38.9057498,-77.0387055,FREE,J1772
148394,1920 L Street,public,Blink Network,2024-10-10,2013-11-01,,,1.0,1920 L Street NW,Washington,DC,20036,38.903492,-77.044477,$1.50/Hr Parking Fee,J1772
148395,1900 L Street,public,Blink Network,2024-10-10,2013-11-01,,,1.0,1900 L Street NW,Washington,DC,20036,38.903492,-77.043903,$1.50/Hr Parking Fee,J1772
148397,Westview at Ballston Metro,public,Blink Network,2024-10-10,2016-03-21,,,1.0,1001 N. Vermont Street,Arlington,VA,22201,38.8828742,-77.1143324,FREE,J1772
148398,1020 19th Street,public,Blink Network,2024-10-10,2016-10-28,,,1.0,1020 19th Street NW,Washington,DC,20036,38.903147,-77.043825,$1.50/Hr Parking Fee,J1772
148399,Eleven Hundred Connecticut Avenue,public,Blink Network,2024-10-10,2019-06-03,,,2.0,1100 Connecticut Avenue Northwest,Washington,DC,20036,38.9039725,-77.0405507,$1.00/Hr Parking Fee,J1772
148401,"531706  1667 K Street, NW",public,Blink Network,2024-10-10,2018-07-17,,,4.0,1667 K Street Northwest,Washington,DC,20006,38.9030183,-77.0381339,$0.00-$10.00/Hr Variable Parking Fee,J1772
148402,531703  4100 N Fairfax,public,Blink Network,2024-10-10,2018-05-18,,,6.0,4100 Fairfax Drive,Arlington,VA,22203,38.8820376,-77.1097729,FREE,J1772
148413,"Annex \""B\"" Classrooms",public,Blink Network,2024-10-10,2018-12-05,,,1.0,101 College Parkway,Arnold,MD,21012,39.0490132,-76.5167488,$1.00/Hr Parking Fee,J1772
148417,"531705  1331 F Street, NW",public,Blink Network,2024-10-10,2016-04-04,,,4.0,1331 F Street Northwest,Washington,DC,20004,38.897643,-77.0309368,$0.00-$10.00/Hr Variable Parking Fee,J1772
148424,"10 G Street, NE",public,Blink Network,2024-10-10,2015-03-05,,,1.0,"10 G St, NE",Washington,DC,20002,38.8998373,-77.0071072,$0.00-$5.00/Hr Variable Parking Fee,J1772
148425,"APA 750 First St, NE",public,Blink Network,2024-10-10,2015-03-20,,,1.0,"750 First St, NE",Washington,DC,20002,38.8998373,-77.0071072,$0.00-$5.00/Hr Variable Parking Fee,J1772
148426,Lexington/Market Sq Parking Garage,public,Blink Network,2024-10-10,2011-12-20,,,2.0,401 9th St NW & D St NW,Washington,DC,20004,38.89475995,-77.02395767,$1.00-$5.00/Hr Variable Parking Fee,J1772
148427,122 C Street,public,Blink Network,2024-10-10,2012-01-02,,,1.0,122 C Street NW,Washington,DC,20001,38.893317,-77.013021,$1.50/Hr Parking Fee,J1772
148428,Central Parking - 101 Constitution,public,Blink Network,2024-10-10,2011-11-29,,,2.0,101 Constitution Avenue Northwest,Washington,DC,20001,38.8926815,-77.0131214,FREE,J1772
148429,375 - Patriots Plaza,public,Blink Network,2024-10-10,2017-01-19,,,2.0,375 E Street Southwest,Washington,DC,20024,38.8840361,-77.0169844,FREE,J1772
148430,355 - Patriots Plaza,public,Blink Network,2024-10-10,2017-09-21,,,2.0,355 E Street Southwest,Washington,DC,20024,38.8837304,-77.0165323,FREE,J1772
148431,Hyatt Washington DC North Mall,public,Blink Network,2024-10-10,2015-09-09,,,4.0,400 E Street Southwest,Washington,DC,20024,38.8829816,-77.0180331,FREE,J1772
148434,"ML Jefferson Garage, LLC c/o LPC",public,Blink Network,2024-10-10,2014-05-28,,,2.0,1401 South Clark Street,Arlington,VA,22202,38.8609965,-77.0508501,FREE,J1772
148440,PGC 1301 McCormick,public,Blink Network,2024-10-10,2017-09-20,,,5.0,1301 McCormick Drive,Upper Marlboro,MD,20774,38.9091841,-76.8420572,$0.00-$1.00/Hr Variable Parking Fee,J1772
148447,Springhill Suites Annapolis,public,Blink Network,2024-10-10,2014-06-24,,,1.0,189 Admiral Cochrane Drive,Annapolis,MD,21401,38.9726981,-76.5492764,FREE,J1772
148449,Canal Center Plaza,public,Blink Network,2024-10-10,2016-05-23,,,3.0,44 Canal Center Plaza,Alexandria,VA,22315,38.814272,-77.038576,FREE,J1772
148450,The Kingsley,public,Blink Network,2024-10-10,2016-04-04,,,1.0,500 Madison ST,Alexandria,VA,22314,38.8124511,-77.043643,FREE,J1772
148451,The Oronoco Condominium,public,Blink Network,2024-10-10,2018-09-27,,,2.0,601 North Fairfax Street,Alexandria,VA,22314,38.8108276,-77.0407047,$0.12/kWh Energy Fee,J1772
148453,The Thornton,public,Blink Network,2024-10-10,2017-12-04,,,10.0,751 Thornton Way,Alexandria,VA,22314,38.792609,-77.0506936,FREE,J1772
148455,Beacon Hill Apartments,public,Blink Network,2024-10-10,2015-10-02,,,2.0,3100 Southgate Drive,Alexandria,VA,22306,38.7748131,-77.0849061,$1.50/Hr Parking Fee,J1772
148456,Crest Condo,public,Blink Network,2024-10-10,2018-11-06,,,4.0,6107 Fairview Farm Dr,Alexandria,VA,22315,38.7575167,-77.1312586,"$0.00-$1.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",J1772
148459,"Walgreens - Alexandria, VA #10233",public,Blink Network,2024-10-10,2011-11-19,,,1.0,7629 Richmond Highway,Alexandria,VA,22306,38.750221,-77.082531,$2.00/Hr Parking Fee,J1772
148463,Chesapeake HPAC,public,Blink Network,2024-10-10,2015-01-05,,,4.0,1000 College Circle,Wye Mills,MD,21679,38.95135409,-76.08221413,FREE,J1772
148464,Hilton Garden Inn Waldorf,public,Blink Network,2024-10-10,2011-05-20,,,2.0,10385 O'Donnell Pl.,Waldorf,MD,20603,38.619302,-76.93311,FREE,J1772
148468,Belmond the Inn at Perry Cabin,public,Blink Network,2024-10-10,2014-05-09,,,4.0,308 Watkins Lane,Saint Michaels,MD,21663,38.790252,-76.2214708,FREE,J1772
148469,"Walgreens - La Plata, MD #10063",public,Blink Network,2024-10-10,2011-11-22,,,1.0,6300 Crane Highway,La Plata,MD,20646,38.538959,-76.983092,$2.00/Hr Parking Fee,J1772
148488,W. College Ave. Lot H,public,Blink Network,2024-10-10,2017-05-19,,,4.0,222 West College Avenue,Salisbury,MD,21801,38.3485762,-75.601699,FREE,J1772
148489,Perdue East,public,Blink Network,2024-10-10,2011-05-23,,,2.0,1101 Camden Ave.,Salisbury,MD,21801,38.3444766,-75.6058571,FREE,J1772
148500,City of Williamsburg,public,Blink Network,2024-10-10,2015-04-20,,,2.0,401 Lafayette St,Williamsburg,VA,23185,37.2758523,-76.7093882,FREE,J1772
148507,City Center Mariners Row Garage,public,Blink Network,2024-10-10,2014-03-31,,,2.0,761 Mariners Row,Newport News,VA,23606,37.0862236,-76.4710503,FREE,J1772
149152,"Walmart 2258 - Alexandria, VA",public,Electrify America,2024-10-10,2019-11-14,3.0,,1.0,7910 Richmond Hwy.,Alexandria,VA,22306,38.74252,-77.0867,,J1772
149170,East of Market Apartments,public,Blink Network,2024-10-10,2014-11-25,,,1.0,100 Holling Dr,Frederick,MD,21701,39.4309239,-77.4024166,FREE,J1772
149289,Annapolis Towne Centre - Tesla Supercharger,public,Tesla,2024-07-01,2019-09-30,16.0,,,1906 Towne Centre Boulevard,Annapolis,MD,21401,38.980062,-76.540338,,TESLA
149291,Market Common Clarendon - Tesla Supercharger,public,Tesla,2024-07-01,2019-09-30,18.0,,,2800 Clarendon Boulevard,Arlington,VA,22201,38.887369,-77.092363,,TESLA
149324,Village at Leesburg - Tesla Supercharger,public,Tesla,2024-07-01,2019-09-30,10.0,,,"1602 Village Market Boulevard, Southeast",Leesburg,VA,20737,39.089761,-77.526543,,TESLA
149349,Riverdale Park Station - Tesla Supercharger,public,Tesla,2024-07-01,2019-09-30,8.0,,,6221 Baltimore Avenue,Riverdale Park,MD,20737,38.970201,-76.937371,,TESLA
149414,JBG SMITH 520 12TH ST S,public,ChargePoint Network,2024-10-10,2019-11-22,,,2.0,520 12th St S,Arlington,VA,22202,38.862456,-77.054843,,J1772
149461,United States Park Police - District 3,private,Non-Networked,2021-02-22,2019-09-01,,,2.0,5200 Glover Rd NW,Washington,DC,20015,38.959925,-77.051688,,J1772
149462,United States Park Police - District 5,private,Non-Networked,2021-02-22,2019-09-01,,,2.0,901 Anacostia Dr SE,Washington,DC,20019,38.8669127,-76.9965994,,J1772
149464,Rock Creek National Park - Klingle Mansion,private,Non-Networked,2021-02-22,2019-09-01,,,4.0,3545 Williamsburg Ln NW,Washington,DC,20008,38.935967,-77.049989,,J1772
149473,Nissan of Lexington Park,public,Non-Networked,2024-02-12,2019-05-01,2.0,,2.0,22757 Three Notch Rd,California,MD,20619,38.29179,-76.49605,,CHADEMO
149474,Sheehy Nissan- White Marsh,public,Non-Networked,2024-02-12,2019-05-01,,,1.0,5361 Nottingridge Rd,White Marsh,MD,21162,39.3734093,-76.4442501,,J1772
149487,Nissan of Lexington Park,private,Non-Networked,2024-02-12,2019-05-01,,,1.0,22757 Three Notch Rd,California,MD,20619,38.29179,-76.49605,,J1772
149488,Sheehy Nissan- White Marsh,private,Non-Networked,2024-02-12,2019-05-01,,,1.0,5361 Nottingridge Rd,White Marsh,MD,21162,39.3734093,-76.4442501,,J1772
149655,Parking Terrace,public,Non-Networked,2023-01-10,2018-06-01,,,3.0,415 N Boundary St,Williamsburg,VA,23185,37.274779,-76.707207,,J1772
149793,Tysons West,public,Electrify America,2024-10-10,2019-12-07,4.0,,,1500 B Cornerside Blvd.,Vienna,VA,22182,38.93018,-77.24553,,J1772COMBO
149892,BGE-Carroll County Commissione,public,SHELL_RECHARGE,2024-10-10,2019-12-11,1.0,,2.0,225 N Center St,Westminster,MD,21157,39.572898,-76.987457,,CHADEMO
149912,Central Place Residences - B1 - Orange Section,public,Blink Network,2024-10-10,2019-12-11,,,6.0,1800 N. Lynn Street,Arlington,VA,22209,38.8969,-77.071308,Free,J1772
149994,Central Place Residences - B2 - Orange Section,public,Blink Network,2024-10-10,2019-12-12,,,6.0,1800 N. Lynn Street,Arlington,VA,22209,38.8969,-77.071119,Free,J1772
150211,Patrick Henry Mall - Tesla Supercharger,public,Tesla,2024-07-01,2019-11-19,12.0,,,12300 Jefferson Avenue,Newport News,VA,23602,37.114465,-76.497198,,TESLA
150212,Hotel at Arundel Preserve - Tesla Supercharger,public,Tesla,2024-07-01,2019-11-19,8.0,,,7795 Arundel Mills Boulevard,Hanover,MD,21076,39.153255,-76.74378,,TESLA
150213,"Salem, VA - Tesla Supercharger",public,Tesla,2024-07-01,2019-11-19,8.0,,,1340 West Main St,Salem,VA,24153,37.289541,-80.079404,,TESLA
150220,Francis Scott Key Mall - Tesla Supercharger,public,Tesla,2024-07-01,2019-11-19,10.0,,,5500 Buckeystown Pike,Frederick,MD,21703,39.384697,-77.405499,,TESLA
150242,Frederick County Government,public,Blink Network,2024-10-10,2014-09-09,,,4.0,331 Montevue Lane,Frederick,MD,21702,39.4327557,-77.4393568,FREE,J1772
150278,Hancock Western Rail Trail Parking Lot,public,Non-Networked,2022-11-10,2019-12-01,2.0,,,2 Canal St,Hancock,MD,21750,39.698418,-78.178408,Free,CHADEMO
150290,SQUARE 54,public,Blink Network,2024-10-10,2019-10-30,,,3.0,2200 Pennsylvania Ave NW,Washington,DC,20037,38.9017929,-77.0493245,"$1.00-$5.00/Hr Variable Parking Fee, $0.22/kWh Energy Fee",J1772
150343,WEST HALF 2 & 3 1900 N ST 6,public,ChargePoint Network,2024-10-10,2019-12-19,,,1.0,1900 N St NW,Washington,DC,20036,38.907199,-77.043568,,J1772
150369,"Lenkin 1133A, Lenkin 1133B",public,Blink Network,2024-10-10,2019-11-13,,,2.0,1133 Connecticut Avenue Northwest,Washington,DC,20036,38.9049056,-77.0401315,$1.00/Hr Parking Fee,J1772
150370,"Lenkin 1050A, Lenkin 1050B",public,Blink Network,2024-10-10,2019-11-13,,,2.0,1050 K Street Northwest,Washington,DC,20001,38.9021405,-77.0267154,$1.00/Hr Parking Fee,J1772
150490,Rosewood Washington D.C. - Tesla Destination,public,Tesla Destination,2022-10-06,2017-04-06,,,2.0,1050 31st Street NW,Washington,DC,20007,38.903912,-77.061216,Free,TESLA
150512,"Capella Washington, D.C. - Tesla Destination",public,Tesla Destination,2022-10-06,2016-01-19,,,3.0,1050 31st St NW,Washington,DC,20007,38.904031,-77.061463,Free,J1772
150544,1501 New York Ave NE - Tesla Destination,public,Tesla Destination,2022-10-06,2019-08-08,,,3.0,1501 New York Ave NE,Washington,DC,20002,38.915614,-76.983038,Free,J1772
150591,York Street Garage - Tesla Destination,public,Tesla Destination,2022-10-06,2019-08-21,,,5.0,215 West York St,Norfolk,VA,23510,36.853232,-76.291144,Free,J1772
150592,Fountain Park Garage - Tesla Destination,public,Tesla Destination,2022-10-06,2019-08-28,,,6.0,130 Bank St,Norfolk,VA,23510,36.846568,-76.289277,Free,J1772
150594,Garage at The Main Hotel - Tesla Destination,public,Tesla Destination,2022-10-06,2019-07-08,,,5.0,100 E Main St,Norfolk,VA,23510,36.846457,-76.292117,Free,J1772
