ID,Station Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
312949,AMZ 17LNP1EV6 911,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,525 14th St S,Arlington,VA,22202,38.861399,-77.054472,,J1772
312950,AMZ 17LNP1EV9 3436,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,525 14th St S,Arlington,VA,22202,38.86144,-77.054547,,J1772
312951,AMZ 17LNP1EV9 3032,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,S Elm St,Arlington,VA,22202,38.860526,-77.05508,,J1772
312952,AMZ 17LNP1EV9 2628,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,S Elm St,Arlington,VA,22202,38.860551,-77.055059,,J1772
312953,AMZ 17LNP1EV9 2224,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,S Elm St,Arlington,VA,22202,38.860576,-77.055091,,J1772
312954,AMZ 17LNP1EV9 1012,public,ChargePoint Network,2024-10-10,2023-10-12,,,2.0,S Elm St,Arlington,VA,22202,38.860601,-77.05508,,J1772
313001,Lanham Crossing,public,eVgo Network,2024-10-09,2023-10-12,6.0,,,8801 Annapolis Rd,Lanham Seabrook,MD,20706,38.95873,-76.86496,,CHADEMO
313681,FIELDSIDEGRANDE FG3,public,ChargePoint Network,2024-10-10,2023-10-14,,,2.0,921 Ordinance Circle,Aberdeen,MD,21001,39.493553,-76.182887,,J1772
313744,CH Overflow Lot,public,Blink Network,2024-10-10,2023-10-16,,,2.0,98 23rd Street,Newport News,VA,23607,36.97591085096611,-76.43083899999999,,J1772
313785,BOBBELLHYUNDAI HYUNDAI 1,public,ChargePoint Network,2024-10-10,2023-10-17,1.0,,,7111 Ritchie Hwy,Glen Burnie,MD,21061,39.180608,-76.613293,,CHADEMO
313786,BOBBELLHYUNDAI HYUNDAI 2,public,ChargePoint Network,2024-10-10,2023-10-17,1.0,,,7111 Ritchie Hwy,Glen Burnie,MD,21061,39.180619,-76.61332,,CHADEMO
313825,Wisconsin,public,CHARGEUP,2024-10-10,2023-10-17,,,2.0,5809 Nicholson Ln t123,Rockville,MD,20852,39.0453999,-77.115279,,J1772
314082,BGE-Banneker Community Center,public,SHELL_RECHARGE,2024-10-10,2023-10-18,,,4.0,27 Main Ave,Catonsville,MD,21228,39.280125,-76.741054,,J1772
314097,Terry Subaru,private,Non-Networked,2023-11-09,2021-10-27,,,1.0,19134 Forest Rd,Lynchburg,VA,24502,37.391187,-79.237737,,J1772
314102,The Community of Cedar Lakes,public,Blink Network,2024-10-10,2023-10-18,,,3.0,Sutler Hill Square,Chantilly,VA,22033,38.86372575006741,-77.3735902029627,,J1772
314103,SemaConnect US R&D (CTEP Testing),public,Blink Network,2024-10-10,2023-10-18,,,2.0,4961 Tesla Drive,Bowie,MD,20715,38.9564819,-76.7075866,,J1772
314493,Autel - Williamsburg Chrysler Dodge Jeep RAM,public,Non-Networked,2023-11-09,2023-10-19,4.0,,,3012 Richmond Rd B,Williamsburg,VA,23185,37.3035695609959,-76.7288149821195,$0.40 per kWh,J1772COMBO
314504,Renn Kirby Mitsubishi,public,Blink Network,2024-10-10,2023-10-16,,,2.0,5712 Buckeystown Pike,Frederick,MD,21704,39.391327,-77.409622,,J1772
314526,STAT 1 STAT2 STATION 2,public,ChargePoint Network,2024-10-10,2023-10-20,,,2.0,2369 Rolling Fork Cir,Herndon,VA,20171,38.951366,-77.404,,J1772
314527,STAT 1 STAT2 STATION 1,public,ChargePoint Network,2024-10-10,2023-10-20,,,2.0,2393 Glen Echo Rd,Herndon,VA,20171,38.951574,-77.40584,,J1772
314533,HAMPTONOWINGS MARY,public,ChargePoint Network,2024-10-10,2023-10-20,,,2.0,10521 Red Run Blvd,Owings Mills,MD,21117,39.403356,-76.79673,,J1772
314535,HAMPTONOWINGS NICK,public,ChargePoint Network,2024-10-10,2023-10-20,,,2.0,10521 Red Run Blvd,Owings Mills,MD,21117,39.403357,-76.796768,,J1772
314541,DPL - Salisbury FSO Parking Lot,public,SHELL_RECHARGE,2024-10-10,2023-10-20,1.0,,3.0,251 Tilghman Rd,Salisbury,MD,21804,38.368403,-75.546649,,CHADEMO
314542,BGE - Lake Shore Station,public,SHELL_RECHARGE,2024-10-10,2023-10-20,,,4.0,4642 Mountain Rd.,Pasadena,MD,21122,39.106387,-76.478271,,J1772
314761,Audi Owings Mills,public,Blink Network,2024-10-10,2023-05-01,,,2.0,9804 Reisterstown Road,Owings Mills,MD,21117,39.407879,-76.7651519,,J1772
315612,The Market at Massanutten Station,public,Non-Networked,2023-11-09,2023-10-23,,,2.0,1850 Meadow Vista Ln,McGaheysville,VA,22840,38.40597,-78.71542,Free,J1772
315706,POTOMAC EDISON HAGERSTOWN CCN,public,ChargePoint Network,2024-10-10,2023-10-24,,,2.0,525 Northern Ave,Hagerstown,MD,21742,39.664694,-77.709205,,J1772
316047,Northside Property Yard,public,Blink Network,2024-10-10,2023-10-26,,,2.0,600 Mill Street Northeast,Vienna,VA,22180,38.9090139975542,-77.27148464232808,,J1772
316055,SEIU Building,public,Blink Network,2024-10-10,2023-10-26,,,1.0,1800 Massachusetts Avenue Northwest,Washington,DC,20036,38.90958225929426,-77.0422538,,J1772
316065,SALES LOTS SHOP WALL,public,ChargePoint Network,2024-10-10,2023-10-27,,,1.0,9030 Comprint Ct,Gaithersburg,MD,20877,39.119702,-77.185676,,J1772
316105,FOURTEEN35 SPACES 3&4,public,ChargePoint Network,2024-10-10,2023-10-27,,,2.0,1435 Toms Creek Rd,Blacksburg,VA,24060,37.244496,-80.431326,,J1772
316106,FOURTEEN35 SPACES 1&2,public,ChargePoint Network,2024-10-10,2023-10-27,,,2.0,1435 Toms Creek Rd,Blacksburg,VA,24060,37.2445,-80.431348,,J1772
316107,FOURTEEN35 SPACES 7&8,public,ChargePoint Network,2024-10-10,2023-10-27,,,2.0,1435 Toms Creek Rd,Blacksburg,VA,24060,37.244486,-80.431338,,J1772
316108,FOURTEEN35 SPACES 5&6,public,ChargePoint Network,2024-10-10,2023-10-27,,,2.0,1435 Toms Creek Rd,Blacksburg,VA,24060,37.244509,-80.431332,,J1772
316110,POTOMAC EDISON POOLESVILLE GC,public,ChargePoint Network,2024-10-10,2023-10-27,,,2.0,16601 W Willard Rd,Poolesville,MD,20837,39.123815,-77.421858,,J1772
316142,BGE - Bay Head Park,public,SHELL_RECHARGE,2024-10-10,2023-10-27,,,6.0,1661 Bay Head Rd,Annapolis,MD,21409,39.028196,-76.430441,,J1772
316167,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,2023-10-26,8.0,,,15 Eustace Rd,Stafford,VA,22554,38.47364,-77.43582,,TESLA
316274,"Alexandria Hyundai & Genesis of Alexandria (Alexandria, VA)",public,Electrify America,2024-10-10,2023-10-28,4.0,,,1707 Mt Vernon Ave,Alexandria,VA,22301,38.82139,-77.05753,,J1772COMBO
316305,1200 First St NE,public,Non-Networked,2023-11-09,2018-02-01,,2.0,2.0,1200 First St NE,Washington,DC,20002,38.90608235,-77.00629931,Free with parking,J1772
316314,4600 East West Highway,public,Blink Network,2024-10-10,2021-10-13,,,1.0,4600 East West Highway,Bethesda,MD,20814,38.9844519,-77.0928692,,J1772
316316,The Standard College Park,public,Blink Network,2024-10-10,2023-10-30,,,6.0,4321 Hartwick Road,College Park,MD,20742,38.97970391603974,-76.93996085692702,,J1772
316397,MIC MIC #1,public,ChargePoint Network,2024-10-10,2023-11-01,,,2.0,735 Watkins Mill Rd,Gaithersburg,MD,20879,39.158254,-77.220482,,J1772
316426,MANASSAS TRU BY HILTON,public,ChargePoint Network,2024-10-10,2023-11-01,,,2.0,10550 Gateway Blvd,Manassas,VA,20110,38.740008,-77.512249,,J1772
316427,MIC MIC #2,public,ChargePoint Network,2024-10-10,2023-11-01,,,2.0,735 Watkins Mill Rd,Gaithersburg,MD,20879,39.158221,-77.220504,,J1772
316454,UGC EV STATION GILBERT EV,public,ChargePoint Network,2024-10-10,2023-11-01,,,2.0,400 Old Turner St,Blacksburg,VA,24060,37.233214,-80.421825,,J1772
316480,Sheehy Ford of Ashland,public,Blink Network,2024-10-10,2023-09-13,,,3.0,11450 Washington Highway,Ashland,VA,23005,37.72571697741573,-77.46829062041186,,J1772
316484,USGBF NSF,public,Blink Network,2024-10-10,2023-10-13,,,4.0,2415 Eisenhower Avenue,Alexandria,VA,22314,38.80180736553288,-77.07043577116406,,J1772
316486,Home2 Suites - Blacksburg,public,Blink Network,2024-10-10,2021-11-30,,,5.0,1321 Rugby Lane,Blacksburg,VA,24060,37.2149521,-80.402936,,J1772
316633,Hecht Warehouse Garage,public,FLASH,2024-10-10,2023-11-03,,,3.0,1474 Okie St. NE.,Washington,DC,20002,38.91529100777363,-76.98267826424855,,J1772
316652,1001 Pennsylvania,public,Blink Network,2024-10-10,2011-12-01,,,2.0,1001 Pennsylvania Avenue Northwest,Washington,DC,20004,38.895414,-77.0260068,,J1772
316677,Monticello,public,Blink Network,2024-10-10,2020-09-25,,,6.0,931 Thomas Jefferson Parkway,Charlottesville,VA,22902,38.0058789,-78.4522345,,J1772
316687,6000 Executive Blvd,public,Blink Network,2024-10-10,2023-10-17,,,1.0,6000 Executive Boulevard,North Bethesda,MD,20852,39.0481315836122,-77.12056120477327,,J1772
316739,Springfield Hospital Center,public,SHELL_RECHARGE,2024-10-10,2023-11-04,,,2.0,6655 Sykesville Rd,Sykesville,MD,21784,39.380936,-76.958822,,J1772
316767,Artisan Hill,public,Blink Network,2024-10-10,2023-11-06,,,2.0,1021 Carlisle Avenue,Richmond,VA,23231,37.51667080150046,-77.4043612652146,,J1772
316772,910 Goddin St,public,Blink Network,2024-10-10,2023-11-06,,,1.0,910 Goddin Street,Richmond,VA,23231,37.51658747224306,-77.40523077116406,,J1772
316813,BRE 1025CT-A,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1025 Connecticut Ave NW,Washington,DC,20036,38.903394,-77.039271,,J1772
316814,BRE 1025CT-B,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1025 Connecticut Ave NW,Washington,DC,20036,38.903379,-77.039264,,J1772
316815,BRE 1730RI-A,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1730 Rhode Island Ave NW,Washington,DC,20036,38.906065,-77.039281,,J1772
316816,BRE 1730RI-B,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1730 Rhode Island Ave NW,Washington,DC,20036,38.906059,-77.039297,,J1772
316817,BRE 1120CT-A,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1120 Connecticut Ave NW,Washington,DC,20036,38.904381,-77.040625,,J1772
316818,BRE 1120CT-B,public,ChargePoint Network,2024-10-10,2023-11-07,,,2.0,1120 Connecticut Ave NW,Washington,DC,20036,38.904392,-77.040632,,J1772
316851,Pepco - Wheaton Regional Park - Athletic Complex B,public,SHELL_RECHARGE,2024-10-10,2023-11-07,,,4.0,11715 Orebaugh Ave.,Silver Spring,MD,20902,39.049502,-77.034985,,J1772
316921,National Cancer Institute Parking Garage,public,Blink Network,2024-10-10,2023-11-07,,,2.0,"9613 Medical Center Drive, Suite A",Rockville,MD,20850,39.10256479049058,-77.19688463360609,,J1772
316971,The Beacon at Waugh Chapel,public,EV Connect,2024-10-10,2023-11-08,,,4.0,1433 S Main Chapel Way,Gambrills,MD,21054,39.035136,-76.685042,,J1772
317002,Coda on H,public,Blink Network,2024-10-10,2021-03-04,,,3.0,315 H Street Northeast,Washington,DC,20002,38.90018921635856,-77.00124087116404,,J1772
318008,PGCMLS B1,public,ChargePoint Network,2024-10-10,2023-11-10,,,2.0,4826 Annapolis Rd,Bladensburg,MD,20710,38.940075,-76.93496,,J1772
318053,311 Civic Ave Salisbury MD,public,EV Connect,2024-10-10,2023-11-10,,,4.0,311 Civic Ave,Salisbury,MD,21804,38.36776,-75.57204,,J1772
318174,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,2023-11-09,8.0,,,231 N Philadelphia Blvd,Aberdeen,MD,21001,39.513475,-76.160033,,TESLA
319316,Foster Electric Company Inc,public,AMPUP,2023-12-13,2023-10-09,,,1.0,1420 Campbell Ave,Lynchburg,VA,24501,37.4,-79.16,,J1772
319318,555 12ST ST NW 1,public,AMPUP,2023-12-13,2023-10-05,,,6.0,555 12th St NW,Washington,DC,20004,38.9,-77.03,,J1772
319364,Veraâ€™s Fine Jewelers,public,AMPUP,2023-12-13,2023-08-18,,,1.0,16701 Midlothian Turnpike,Midlothian,VA,23113,37.51,-77.71,,J1772
319391,555 12st St NW,public,AMPUP,2023-12-13,2023-07-17,,,7.0,555 12th St NW,Washington,DC,20004,38.9,-77.03,,J1772
319402,International Square,public,AMPUP,2023-12-13,2023-07-06,,,2.0,1850 K St NW,Washington,DC,20006,38.90231,-77.04307,,J1772
319412,The Waterford,public,AMPUP,2023-12-13,2023-06-22,,,12.0,4501 E Main St,Richmond,VA,23231,37.52,-77.42,,J1772
319418,The Box,public,AMPUP,2023-12-13,2023-06-06,,,6.0,501 Decatur St,Richmond,VA,23224,37.52,-77.44,,J1772
319434,Rivers Casino Portsmouth,public,AMPUP,2023-12-13,2023-05-04,,,8.0,3700 Victory Blvd,Portsmouth,VA,23701,36.8092064,-76.3513034,,J1772
319448,Bon Secours,private,AMPUP,2023-12-13,2023-10-12,,,2.0,200 Medical Park Blvd,Petersburg,VA,23805,37.18,-77.36,,J1772
319466,29th Street Capital - Maven at Wheaton,private,AMPUP,2023-12-13,2023-09-26,,,4.0,10914 Georgia Ave,Silver Spring,MD,20902,39.04,-77.05,,J1772
319533,Lafayette Federal Credit Union,private,AMPUP,2023-12-13,2023-05-15,,,4.0,2701 Tower Oaks Blvd,Rockville,MD,20852,39.0586541,-77.1534255,,J1772
319612,AMZ 17LNPEV10 1416,public,ChargePoint Network,2024-10-10,2023-11-11,,,2.0,510 14th St S,Arlington,VA,22202,38.860551,-77.05479,,J1772
319613,AMZ 17LNP1EV10 131,public,ChargePoint Network,2024-10-10,2023-11-11,,,2.0,510 14th St S,Arlington,VA,22202,38.860651,-77.055048,,J1772
319640,Alley Entrance - 641 S. St. NW. Garage,public,FLASH,2024-10-10,2023-11-11,,,2.0,641 S. St. NW.,Washington,DC,20001,38.9146314,-77.021299,,J1772
319673,RCV RCV-2,public,ChargePoint Network,2024-10-10,2023-11-13,,,2.0,8329 Grubb Rd,Silver Spring,MD,20910,38.992973,-77.049659,,J1772
319685,1330 CONN,public,Blink Network,2024-10-10,2022-11-22,,,4.0,1330 Connecticut Ave.,Washington,DC,20036,38.9079293,-77.0427978,,J1772
319712,ARLINGTON CO. FAIRLINGTON 1,public,ChargePoint Network,2024-10-10,2023-11-14,,,2.0,3302 S Stafford St,Arlington,VA,22206,38.834854,-77.087011,,J1772
319713,ARLINGTON CO. FAIRLINGTON 2,public,ChargePoint Network,2024-10-10,2023-11-14,,,2.0,3302 S Stafford St,Arlington,VA,22206,38.834857,-77.087056,,J1772
319728,Sport Chevrolet,private,Non-Networked,2023-12-13,2020-07-10,,,2.0,3101 Automobile Blvd,Silver Spring,MD,20904,39.081139,-76.947254,,J1772
319751,FAIRFAX COUNTY SOUTH PD/AS 2,public,ChargePoint Network,2024-10-10,2023-11-15,,,2.0,8855 Lorton Rd,Lorton,VA,22079,38.705799,-77.251175,,J1772
319752,FAIRFAX COUNTY SOUTH PD/AS 1,public,ChargePoint Network,2024-10-10,2023-11-15,,,2.0,8855 Lorton Rd,Lorton,VA,22079,38.705836,-77.251328,,J1772
319809,POTOMAC EDISON RATTLEWOOD GC,public,ChargePoint Network,2024-10-10,2023-11-15,,,2.0,13501 Penn Shop Rd,Mount Airy,MD,21771,39.343159,-77.191924,,J1772
319829,BGE - Parksville Senior Center,public,SHELL_RECHARGE,2024-10-10,2023-11-15,,,6.0,8601 Harford Road,Parkville,MD,21234,39.381081,-76.533863,,J1772
319850,Wease Properties,public,Blink Network,2024-10-10,2023-11-15,,,2.0,1126 Professional Drive,Williamsburg,VA,23185,37.25711195439716,-76.73537812207093,,J1772
319894,ACC7 ACC7 (01),public,ChargePoint Network,2024-10-10,2023-11-16,,,2.0,21625 Gresham Dr,Ashburn,VA,20147,39.017669,-77.465527,,J1772
319895,ACC7 ACC7 (02),public,ChargePoint Network,2024-10-10,2023-11-16,,,2.0,21625 Gresham Dr,Ashburn,VA,20147,39.01766,-77.46528,,J1772
319919,SUTTLE CADILLAC,public,EV Connect,2024-10-10,2023-11-16,3.0,,2.0,12525 JEFFERSON AVE,NEWPORT NEWS,VA,23602,37.127679,-76.513732,,J1772
319920,5701 Cleveland St,public,EV Connect,2024-10-10,2023-11-16,,,2.0,5701 Cleveland St,Virginia Beach,VA,23462,36.846811,-76.177332,,J1772
320035,BGE-Severn Intergen Center,public,SHELL_RECHARGE,2024-10-10,2023-11-17,,,4.0,1160 Reece Rd.,Severn,MD,21144,39.12116,-76.709767,,J1772
320135,"Port Deposit, MD - Tesla Supercharger",public,Tesla,2024-07-01,2023-11-16,16.0,,,1201 Chesapeake Overlook Pkwy,Port Deposit,MD,21904,39.596013,-76.072687,,TESLA
320140,Davis Travel Center - Tesla Supercharger,public,Tesla,2024-07-01,2023-11-16,8.0,,,13306 Saint John Church Rd,Stony Creek,VA,23882,36.978006,-77.395017,,TESLA
320143,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,2023-11-16,8.0,,,1435 Apperson Dr,Salem,VA,24153,37.27251,-80.03734,,TESLA
320147,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,2023-11-16,8.0,,,1461 Armory Dr,Franklin,VA,23851,36.667068,-76.953945,,TESLA
320379,Berglund Chevrolet Buick,public,EV Connect,2024-10-10,2023-11-21,2.0,,,1824 Williamson Rd,Roanoke,VA,24012,37.288291,-79.934416,,J1772COMBO
320398,FIELDSIDEGRANDE FG6,public,ChargePoint Network,2024-10-10,2023-11-22,,,2.0,931 Ordnance Cir,Aberdeen,MD,21001,39.531059,-76.189595,,J1772
320473,1630 Connecticut Ave. NW. Garage,public,FLASH,2024-10-10,2023-11-22,,,2.0,2007 Hillyer Pl. NW.,Washington,DC,20009,38.9119405875304,-77.04544819356848,,J1772
320487,Lorton Marketplace,public,eVgo Network,2024-10-09,2023-11-22,4.0,,,9467 Lorton Market St,Lorton,VA,22079,38.7007914,-77.2212776,,J1772COMBO
320577,NATELLI YMCA NATELLI,public,ChargePoint Network,2024-10-10,2023-11-24,,,2.0,3481 Campus Drive,Ijamsville,MD,21754,39.327986,-77.337053,,J1772
320713,WRIGHT WAY HYUN MAIN STOREFRONT,public,ChargePoint Network,2024-10-10,2023-11-28,1.0,,,2551 W Main St,Waynesboro,VA,22980,38.08008,-78.921195,,CHADEMO
320772,BGE - Woodlawn Library Branch,public,SHELL_RECHARGE,2024-10-10,2023-11-28,,,4.0,1811 Woodlawn Drive,Gwynn Oak,MD,21207,39.317226,-76.736665,,J1772
320864,Elkton District Court,public,SHELL_RECHARGE,2024-10-10,2023-11-29,,,2.0,170 E MAIN STREET,ELKTON,MD,21921,39.608744,-75.826922,,J1772
320984,DC - G. Schmitz,public,TURNONGREEN,2024-09-12,2023-04-23,,,1.0,2105 Emmorton Park Rd,Edgewood,MD,21040,39.4528,-76.31311,,J1772
320995,Tru by Hilton Chesapeake Greenbrier,public,TURNONGREEN,2024-09-12,2023-08-23,,,4.0,1570 Crossways Blvd,Chesapeake,VA,23320,36.77966,-76.23317,,J1772
321043,WMBG HYUNDAI VA HYUNDAI SALES2,public,ChargePoint Network,2024-10-10,2023-11-30,1.0,,,7277 Richmond Road,Williamsburg,VA,23188,37.363181,-76.767112,,CHADEMO
321044,WMBG HYUNDAI VA HYUNDAI SALES1,public,ChargePoint Network,2024-10-10,2023-11-30,1.0,,,7277 Richmond Road,Williamsburg,VA,23188,37.363187,-76.767104,,CHADEMO
321158,Royal Farms - Tesla Supercharger,public,Tesla,2024-07-01,2023-11-30,8.0,,,1200  Euclid Avenue,Bristol,VA,24201,36.601737,-82.191193,,TESLA
321211,PIEDMONT REALTY 3100 HIGHLAND,public,ChargePoint Network,2024-10-10,2023-12-01,,,2.0,3100 N Highland St,Arlington,VA,22201,38.88635,-77.095207,,J1772
321254,Shops at Canton Crossing,public,eVgo Network,2024-10-09,2023-12-01,6.0,,,3800 Boston St,Baltimore,MD,21224,39.27733,-76.56324,,CHADEMO
321356,CFLAG EXTERIOR EXTERIOR,public,ChargePoint Network,2024-10-10,2023-12-05,,,2.0,5301 Virginia Beach Boulevard,Virginia Beach,VA,23462,36.847359,-76.163503,,J1772
321483,HIGHLANDER HIGHLANDER 1,public,ChargePoint Network,2024-10-10,2023-12-06,,,2.0,901 Fairfax St Acc Pocohontas Hall Lot DD,Radford,VA,24142,37.136904,-80.551024,,J1772
322293,Hollinswood Shopping Center,public,eVgo Network,2024-10-09,2023-12-07,6.0,,,2215 W Patapsco Ave,Baltimore,MD,21230,39.25026,-76.64344,,CHADEMO
322294,1800 Tysons Blvd,public,Blink Network,2024-10-10,2023-12-07,,,4.0,1800 Tysons Blvd,Tysons,VA,22102,38.92240316984068,-77.22251360672801,,J1772
322296,45610 Woodland Road,public,Blink Network,2024-10-10,2023-12-07,,,2.0,45610 Woodland Road,Sterling,VA,20166,39.02216814628105,-77.42152471254133,,J1772
322297,1775 Wiehle Avenue,public,Blink Network,2024-10-10,2023-12-07,,,1.0,1775 Wiehle Avenue,Reston,VA,20190,38.95283061426077,-77.33362512883596,,J1772
322372,Town of Blacksburg - Parking Garage,public,Blink Network,2024-10-10,2023-04-19,,,5.0,121 Commons Drive,Blacksburg,VA,24060,37.2272701,-80.4101935,,J1772
322377,1775  Tysons Boulevard,public,Blink Network,2024-10-10,2023-12-08,,,6.0,1775  Tysons Boulevard,Tysons,VA,22102,38.92346378892577,-77.22148343697218,,J1772
322431,SHEEHY HONDA CHARGER #1,public,ChargePoint Network,2024-10-10,2023-12-09,,,1.0,7434 US-1,Alexandria,VA,22306,38.754883,-77.084384,,J1772
322432,SHEEHY HONDA CHARGER #2,public,ChargePoint Network,2024-10-10,2023-12-09,,,1.0,7434 US-1,Alexandria,VA,22306,38.754883,-77.084352,,J1772
322478,NRUCFC-VEH CFC #1,public,ChargePoint Network,2024-10-10,2023-12-11,,,2.0,Cooperative Way,Sterling,VA,20165,39.041826,-77.425299,,J1772
322479,NRUCFC-VEH CFC #2,public,ChargePoint Network,2024-10-10,2023-12-11,,,2.0,Cooperative Way,Sterling,VA,20165,39.041807,-77.425239,,J1772
322480,NRUCFC-VEH CFC #3,public,ChargePoint Network,2024-10-10,2023-12-11,,,2.0,20701 Cooperative way,Dulles,VA,20166,39.041781,-77.425184,,J1772
322533,POTOMAC EDISON SHAFER PARK,public,ChargePoint Network,2024-10-10,2023-12-12,,,2.0,37 Park Drive,Boonsboro,MD,21713,39.507096,-77.65546,,J1772
322605,Pepco - Beltsville FSO,public,SHELL_RECHARGE,2024-10-10,2023-12-13,1.0,,4.0,11760 Baltimore Ave,Beltsville,MD,20705,39.048361,-76.900158,,CHADEMO
322658,UNION MARKET GUM 1,public,ChargePoint Network,2024-10-10,2023-12-14,,,2.0,1325 5th St NE,Washington,DC,20002,38.909,-76.996993,,J1772
322659,UNION MARKET GUM 2,public,ChargePoint Network,2024-10-10,2023-12-14,,,2.0,1325 5th St NE,Washington,DC,20002,38.909039,-76.997152,,J1772
322660,UNION MARKET GUM 3,public,ChargePoint Network,2024-10-10,2023-12-14,,,2.0,1325 5th St NE,Washington,DC,20002,38.909042,-76.997173,,J1772
322666,BRE 1150CT-A,public,ChargePoint Network,2024-10-10,2023-12-14,,,2.0,1150 Connecticut Ave NW,Washington,DC,20036,38.90542,-77.041331,,J1772
322667,BRE 1150CT-B,public,ChargePoint Network,2024-10-10,2023-12-14,,,2.0,1150 Connecticut Ave NW,Washington,DC,20036,38.905448,-77.041356,,J1772
322732,Ashton Market Bldg,public,SHELL_RECHARGE,2024-10-10,2023-12-14,,,6.0,54 Olney Sandy Spring Rd,Ashton,MD,20861,39.148897,-77.013334,,J1772
322734,Pepco - Lakelands Park,public,SHELL_RECHARGE,2024-10-10,2023-12-14,2.0,,,1368 Main Street,Gaithersburg,MD,20878,39.11696,-77.236552,,CHADEMO
322737,1321 Riverside Parkway (US-WUU-6TG-1A),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4808707,-76.248543,,J1772COMBO
322738,1321 Riverside Parkway (US-WUU-6TG-1B),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4808743,-76.2484867,,J1772COMBO
322739,1321 Riverside Parkway (US-WUU-6TG-1C),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4808829,-76.2484384,,J1772COMBO
322740,1321 Riverside Parkway (US-WUU-6TG-2A),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4808935,-76.2484005,,J1772COMBO
322741,1321 Riverside Parkway (US-WUU-6TG-2B),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4808999,-76.2483643,,J1772COMBO
322742,1321 Riverside Parkway (US-WUU-6TG-2C),public,RIVIAN_ADVENTURE,2024-10-10,2023-12-14,1.0,,,1321 Riverside Parkway,Belcamp,MD,21017,39.4809015,-76.2483315,,J1772COMBO
322757,SHEEHY HONDA SHOP 01,public,ChargePoint Network,2024-10-10,2023-12-15,,,1.0,7421 Fordson Rd,Alexandria,VA,22306,38.755207,-77.08472,,J1772
322758,SHEEHY HONDA SHOP 02,public,ChargePoint Network,2024-10-10,2023-12-15,,,1.0,7434 US-1,Alexandria,VA,22306,38.754904,-77.084309,,J1772
322868,HY OF CHANTILLY ST2-NEAR PARTS,public,ChargePoint Network,2024-10-10,2023-12-16,,,1.0,14848 Stonecroft Center Ct,Chantilly,VA,20151,38.900205,-77.461807,,J1772
322896,1155 F St. NW. Garage,public,FLASH,2024-10-10,2023-12-16,,,4.0,611 12th St. NW.,Washington,DC,20005,38.89773620652311,-77.02795207500459,,J1772
323047,WEST CREEK WEST CREEK MOB,public,ChargePoint Network,2024-10-10,2023-12-20,,,2.0,1600 Wilkes Ridge Dr,Henrico,VA,23233,37.659819,-77.654388,,J1772
323090,Pepco - Morris Park,public,SHELL_RECHARGE,2024-10-10,2023-12-20,1.0,,,520 Summit Hall Rd,Gaithersburn,MD,20877,39.125187,-77.197665,,CHADEMO
323162,Pepco - Fort Washington Park and Ride,public,SHELL_RECHARGE,2024-10-10,2023-12-21,2.0,,,839 E swan creek rd Fort,Washington,MD,20744,38.72493,-76.994469,,CHADEMO
323164,Pepco - Wheaton Regional Park - Athletic Complex A,public,SHELL_RECHARGE,2024-10-10,2023-12-21,1.0,,,11715 Orebaugh Avenue,Silver Spring,MD,20902,39.050122,-77.033842,,CHADEMO
323258,Noah Hillman Parking Garage,public,Non-Networked,2024-01-09,2023-12-21,4.0,,,150 Gorman St,Annapolis,MD,21401,38.97705,-76.4894,$3.00 per hour parking fee,CHADEMO
323273,Lansdowne Station - Tesla Supercharger,public,Tesla,2024-07-01,2023-12-21,16.0,,,3585 Washington Blvd,Arbutus,MD,21227,39.251155,-76.668554,,TESLA
323380,BGE - Marley Station,public,SHELL_RECHARGE,2024-10-10,2023-12-22,,,4.0,7726 Baltimore Annapolis Blvd,Glen Burnie,MD,21060,39.1521,-76.596708,,J1772
