Fuel Type Code,Station Name,Street Address,City,ZIP,EV Connector Types,EV Pricing,Latitude,Longitude,Access Code,State
ELEC,College Park Downtown Parking Garage,7308 Yale Avenue,College Park,20740,J1772,FREE,38.9804536,-76.9367647,public,MD
ELEC,WashColl-Lot-B,300 Washington Avenue,Chestertown,21620,J1772,FREE,39.2180241,-76.0692262,public,MD
ELEC,WashColl-Lot-D,300 Washington Avenue,Chestertown,21620,J1772,FREE,39.2180241,-76.0692262,public,MD
ELEC,"Annex \""B\"" Classrooms",101 College Parkway,Arnold,21012,J1772,$1.00/Hr Parking Fee,39.0490132,-76.5167488,public,MD
ELEC,PGC 1301 McCormick,1301 McCormick Drive,Upper Marlboro,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9091841,-76.8420572,public,MD
ELEC,Springhill Suites Annapolis,189 Admiral Cochrane Drive,Annapolis,21401,J1772,FREE,38.9726981,-76.5492764,public,MD
ELEC,Chesapeake HPAC,1000 College Circle,Wye Mills,21679,J1772,FREE,38.95135409,-76.08221413,public,MD
ELEC,Hilton Garden Inn Waldorf,10385 O'Donnell Pl.,Waldorf,20603,J1772,FREE,38.619302,-76.93311,public,MD
ELEC,Belmond the Inn at Perry Cabin,308 Watkins Lane,Saint Michaels,21663,J1772,FREE,38.790252,-76.2214708,public,MD
ELEC,"Walgreens - La Plata, MD #10063",6300 Crane Highway,La Plata,20646,J1772,$2.00/Hr Parking Fee,38.538959,-76.983092,public,MD
ELEC,W. College Ave. Lot H,222 West College Avenue,Salisbury,21801,J1772,FREE,38.3485762,-75.601699,public,MD
ELEC,Perdue East,1101 Camden Ave.,Salisbury,21801,J1772,FREE,38.3444766,-75.6058571,public,MD
ELEC,East of Market Apartments,100 Holling Dr,Frederick,21701,J1772,FREE,39.4309239,-77.4024166,public,MD
ELEC,Frederick County Government,331 Montevue Lane,Frederick,21702,J1772,FREE,39.4327557,-77.4393568,public,MD
ELEC,Hancock Western Rail Trail Parking Lot,2 Canal St,Hancock,21750,CHADEMO J1772COMBO,Free,39.698418,-78.178408,public,MD
ELEC,Charles Plaza Garage - Tesla Destination,222 North Charles St,Baltimore,21201,TESLA,Free,39.291987,-76.615821,public,MD
ELEC,Chester Plaza - Tesla Destination,7 Chester Plaza,Chester,21619,TESLA,Free,38.976475,-76.288568,public,MD
ELEC,G&M Restaurant - Tesla Destination,804 N Hammonds Ferry Rd,Linthicum,21090,TESLA,Free,39.225034,-76.665832,public,MD
ELEC,26300,133 National Business Parkway,Annapolis Junction,20701,J1772,$0.20/kWh Energy Fee,39.1243889,-76.774318,public,MD
ELEC,Parsons Corp,7110 Samuel Morse Dr,Columbia,21046,J1772,Free,39.168437,-76.812615,public,MD
ELEC,UMBC - Walker Avenue Garage,1000 Hilltop Cr,Baltimore,21250,J1772,Free,39.257426,-76.712476,public,MD
ELEC,UMBC - Lot 9,1000 Hilltop Cr,Baltimore,21250,J1772,Free,39.25459,-76.715174,public,MD
ELEC,Comfort Inn Shady Grove,16216 Frederick Road,Gaithersburg,20877,J1772,$0.49/kWh Energy Fee,39.1214784,-77.1772467,public,MD
ELEC,Spinnaker Garage,707 President St,Baltimore,21202,J1772,FREE,39.2828701,-76.6010004,public,MD
ELEC,Howard Square Apartments - Colonial Parking,7500 Hearthside Way,Elkridge,21075,J1772,Free,39.173343,-76.78312,public,MD
ELEC,Howard Square Apartments - Verde West,7604 Hearthside Way,Elkridge,21075,J1772,Free,39.174324,-76.780879,public,MD
ELEC,Howard Square Apartments - Verde East,7710 Hearthside Way,Elkridge,21075,J1772,Free,39.175034,-76.779284,public,MD
ELEC,Oak Barrel Café,35206 National Pike NE,Little Orleans,21766,CHADEMO J1772 J1772COMBO,Free,39.70410071,-78.3286182,public,MD
ELEC,MOM's Organic Market - Rockville,10 Upper Rock Circle,Rockville,20850,J1772,FREE,39.1134145,-77.1845173,public,MD
ELEC,Main,4961 Tesla Drive,Bowie,20715,J1772,FREE,38.956517,-76.70764,public,MD
ELEC,Rawlings Conservatory and Botanic Gardens,3100 Swann Dr,Baltimore,21217,J1772,Free,39.318525,-76.644954,public,MD
ELEC,M&T Bank Stadium - Parking Lot C,1101 Russell St,Baltimore,21230,J1772,Parking fee,39.279097,-76.621094,public,MD
ELEC,City of Hyattsville,4310 Gallatin St,Hyattsville,20781,CHADEMO J1772COMBO,"$2 initiation fee, 20 cents per minute.",38.952683,-76.941805,public,MD
ELEC,Town of Ocean City - Convention Center,4001 Coastal Hwy,Ocean City,21842,CHADEMO J1772COMBO,Free; pay to park,38.365827,-75.072092,public,MD
ELEC,"Hyatt Regency Chesapeake Bay Golf Resort, Spa And Marina",100 Heron Blvd,Cambridge,21613,J1772,free,38.561263,-76.046307,public,MD
ELEC,Frederick Health Hospital,400 W 7th St,Frederick,21701,J1772,Free,39.423189,-77.415839,public,MD
ELEC,Department of Environment,1801 McCormick Drive,Upper Marlboro,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9148413,-76.8451134,public,MD
ELEC,HQ Bowie,4961 Tesla Dr,Bowie,20715,J1772,$0.00-$0.50/Hr Variable Parking Fee,38.9570814,-76.7077064,public,MD
ELEC,Bethesda Row,4950 Elm Street,Bethesda,20814,J1772,Free,38.981849,-77.097914,public,MD
ELEC,Linganore Winecellars - Tesla Destination,13601 Glissans Mill Rd,Mt Airy,21771,TESLA,Free,39.422768,-77.193238,public,MD
ELEC,6116 Executive Blvd,6116 Executive Boulevard,Rockville,20852,J1772,FREE,39.0480505,-77.1260282,public,MD
ELEC,Watkins Park,615 Center St,Mt. Airy,21771,TESLA,free,39.375592,-77.145778,public,MD
ELEC,PGC 9400 Peppercorn,9400 Peppercorn Place,Upper Marlboro,20774,J1772,$1.00/Hr Parking Fee,38.913537,-76.8434696,public,MD
ELEC,Sport Chevrolet,3101 Automobile Blvd,Silver Spring,20904,J1772,Free,39.081139,-76.947254,public,MD
ELEC,Elkridge Fire Station #1,5700 Rowanberry Drive,Elkridge,21075,J1772,FREE,39.2105483,-76.7372062,public,MD
ELEC,Common Market Co-op 7th Street,927 West 7th Street,Frederick,21701,J1772,FREE,39.4274836,-77.4152472,public,MD
ELEC,Frederick,5273 Buckeystown Pike,Frederick,21703,J1772,FREE,39.3759198,-77.412834,public,MD
ELEC,Windridge Vineyard,15700 Darnestown Rd,Darnestown,20874,J1772,$0.20/kWh Energy Fee,39.12312,-77.32573,public,MD
ELEC,Greenmount Bowl - Tesla Destination,1625 N Main St,Hampstead,21074,TESLA,Free,39.62023,-76.856198,public,MD
ELEC,John Hopkins University - Tesla Destination,3101 Wyman Park Dr,Baltimore,21218,J1772 TESLA,Free,39.3258398,-76.6217496,public,MD
ELEC,Kitty Knight - Tesla Destination,14028 Augustine Herman Hwy,Georgetown,21930,TESLA,Free,39.36095,-75.880319,public,MD
ELEC,Town of Centreville - Tesla Destination,101 Lawyers Row,Centreville,21617,J1772 TESLA,Free,39.044755,-76.0656196,public,MD
ELEC,Two Wisconsin Circle - Tesla Destination,2 Wisconsin Cir,Chevy Chase,20815,TESLA,Free,38.96197,-77.085332,public,MD
ELEC,Washington College - Tesla Destination,300 Washington Avenue,Chestertown,21620,J1772 TESLA,Free,39.2170867,-76.0688146,public,MD
ELEC,Westfield Annapolis - Nordstroms Parking - Tesla Destination,2002 Annapolis Mall Rd,Annapolis,21401,J1772 TESLA,Free,38.991254,-76.542499,public,MD
ELEC,"BP - Clear Spring, MD",12911 Clear Spring Rd,Clear Spring,21722,CHADEMO J1772COMBO,$0.50 per kWh,39.653757,-77.927112,public,MD
ELEC,Best Western Hotel and Conference Center,5625 O'Donnell St,Baltimore,21224,CHADEMO J1772COMBO,Free,39.2803474,-76.54722773,public,MD
ELEC,Robert Morris Inn,314 N Morris St,Oxford,21654,J1772,Free,38.692832,-76.173983,public,MD
ELEC,Causeway Park,110 Oxford Rd,Oxford,21654,J1772,Free,38.68406,-76.169776,public,MD
ELEC,Town of Easton - Brewers Lane Parking,109 Brewers Ln,Easton,21601,J1772 TESLA,Free,38.777042,-76.074308,public,MD
ELEC,GERMANTOWN MAIN OFFICE,12774 Wisteria Dr,Germantown,20874,J1772,Free,39.174758,-77.267555,private,MD
ELEC,Census,4600 Silver Hill Rd,Suitland,20746,J1772,Free,38.84591,-76.928745,private,MD
ELEC,FDA White Oak Campus,East Loop Rd,Silver Spring,20993,J1772,$0.13 per kWh,39.036766,-76.979409,private,MD
ELEC,Joint Base Andrews,3320 Pennsylvania Ave,Andrews AFB,20762,J1772,Free,38.7965,-76.8836,private,MD
ELEC,Ashland Garage,900 N Washington Street,Baltimore,21205,J1772,Free,39.30118,-76.59019,public,MD
ELEC,PGC 1400 McCormick,1400 McCormick Drive,Upper Marlboro,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9085172,-76.8459243,public,MD
ELEC,Falls Grove Office Center,14955 Shady Grove Rd,Rockville,20850,J1772,Free,39.101127,-77.191261,public,MD
ELEC,"Walgreens - Forest Hill, MD #9926",2016 Rock Spring Rd,Forest Hill,21050,J1772,$2.00/Hr Parking Fee,39.5731928,-76.3851175,public,MD
ELEC,Greenleigh FF - 6201,6201 Greenleigh Avenue,Middle River,21220,J1772,FREE,39.3606919,-76.4019353,public,MD
ELEC,White Oak Medical Center Campus - Outside Parking,11890 Healing Way,White Oak,20904,J1772,Free,39.0495709,-76.9572484,public,MD
ELEC,"Ocean Point, LTD - The Plaza",9800 Coastal Highway,Ocean City,21842,J1772,Free,38.411111,-75.056944,public,MD
ELEC,White Oak Medical Center Campus - 5th Floor,11890 Healing Way,White Oak,20904,J1772,Free,39.048904,-76.95674,public,MD
ELEC,The Tower Building,1101 Wootton Parkway,Rockville,20852,J1772,$1.50-$3.00/Hr Variable Parking Fee,39.067948,-77.1562346,public,MD
ELEC,CALT Building,101 College Parkway,Arnold,21012,J1772,$1.00/Hr Parking Fee,39.0489086,-76.5165644,public,MD
ELEC,Eldersburg Commons,6400 Ridge Road,Sykesville,21784,J1772,FREE,39.3974586,-76.9340852,public,MD
ELEC,Beacon Place Apartments at the Kentlands,916 Beacon Square Court,Gaithersburg,20878,J1772,$0.20/kWh Energy Fee,39.1255188,-77.2428589,public,MD
ELEC,Greenleigh @ Crossroads Bldg EE,6211 Greenleigh Avenue,Middle River,21220,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.3602427,-76.40545305,public,MD
ELEC,Caroline Garage,1501 East Monument St.,Baltimore,21205,J1772,FREE,39.2981563,-76.5967227,public,MD
ELEC,McElderry Garage Lower Level,1501 McElderry Street,Baltimore,21205,J1772,FREE,39.2969395,-76.5965132,public,MD
ELEC,m. flats,10101 Twin Rivers Road,Columbia,21044,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.2153158,-76.8656661,public,MD
ELEC,Orleans garage,1795 Orleans St,Baltimore,21231,J1772,FREE,39.2949489,-76.592286,public,MD
ELEC,"Walgreens - Columbia, MD #11949",5585 Twin Knolls Rd,Columbia,21045,J1772,$2.00/Hr Parking Fee,39.219991,-76.839574,public,MD
ELEC,Gaithersburg,10 Upper Rock Circle,Rockville,20850,J1772,FREE,39.1134145,-77.1845173,public,MD
ELEC,312 Marshall Avenue,312 Marshall Avenue,Laurel,20707,J1772,"$0.00-$5.00/Hr Variable Parking Fee, $0.00-$0.25/kWh Variable Energy Fee",39.0975821,-76.852907,public,MD
ELEC,8455 Colesville Road,8455 Colesville Road,Silver Spring,20910,J1772,FREE,38.9956338,-77.0297293,public,MD
ELEC,1200 East West,1200 East West Highway,Silver Spring,20910,J1772,FREE,38.989735,-77.0294815,public,MD
ELEC,"Walgreens - Randallstown, MD #6265",9110 Liberty Rd,Randallstown,21133,J1772,$2.00/Hr Parking Fee,39.369864,-76.8000069,public,MD
ELEC,4600 East West Highway,4600 East West Highway,Bethesda,20814,J1772,FREE,38.9844519,-77.0928692,public,MD
ELEC,Everly,97 Capital Court,Largo,20774,J1772,FREE,38.8924929,-76.841712,public,MD
ELEC,Cumberland Sleep Inn & Suites,13320 Ali Ghan Road Northeast,Cumberland,21502,J1772,$2.00/Hr Parking Fee,39.6720991,-78.7157204,public,MD
ELEC,Mount Washington Campus,"5801 Smith Avenue, Suite 1100",Baltimore,21209,J1772,FREE,39.3700905,-76.6554704,public,MD
ELEC,MedStar Good Samaritan Hospital,5601 Loch Raven Blvd,Baltimore,21239,J1772,FREE,39.358132,-76.5873585,public,MD
ELEC,UMBC - Stadium Lot,"Stadium Lot behind Warehouse, Hilltop Circle & Poplar Ave",Baltimore,21250,J1772,FREE,39.253321,-76.705762,public,MD
ELEC,Maple Lawn 9,8120 Maple Lawn Boulevard,Fulton,20759,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1520052,-76.9035423,public,MD
ELEC,Park Potomac HOA,12500 Park Potomac Ave.,Potomac,20854,J1772,"$0.00-$4.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",39.06018628,-77.15870193,public,MD
ELEC,Park Potomac Building D,12435 Park Potomac Ave.,Potomac,20854,J1772,FREE,39.0596169,-77.157087,public,MD
ELEC,J H @ Parkway,7231 Parkway Drive,Hanover,21076,J1772,FREE,39.173997,-76.7303521,public,MD
ELEC,Annapolis Junction-10170,10170 Junction Drive,Annapolis Junction,20701,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1240872,-76.7939661,public,MD
ELEC,The Pearl,180 High Park Ln,Silver Spring,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.9913212,-77.03384835,public,MD
ELEC,197 5 Story,231 Najoles Road,Millersville,21108,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.095502,-76.629707,public,MD
ELEC,"HLSB, Parking Lot M",101 College Parkway,Arnold,21012,J1772,$1.00/Hr Parking Fee,39.0490696,-76.516773,public,MD
ELEC,"Walgreens - Waldorf, MD #9032",25 High Street,Waldorf,20602,J1772,$2.00/Hr Parking Fee,38.602321,-76.904329,public,MD
ELEC,Annapolis Corporate-181,181 Harry S Truman Parkway,Annapolis,21401,J1772,$0.50-$0.75/Hr Variable Parking Fee,38.97782908,-76.56005884,public,MD
ELEC,MOM's Organic Market - Frederick,5273 Buckeystown Pike,Frederick,21704,J1772,FREE,39.3759198,-77.412834,public,MD
ELEC,SHA - Hartford County,1400 Belcamp Road,Belcamp,21017,J1772,FREE,39.483421,-76.247386,public,MD
ELEC,Howard County Government - Dorsey Building,9250 Bendix Rd.,Columbia,21045,J1772,FREE,39.236994,-76.827476,public,MD
ELEC,Hawthorn Center,6175 Sunny Spring,Columbia,21044,J1772,$0.20/kWh Energy Fee,39.2071996,-76.8837771,public,MD
ELEC,MOM's Organic Market - Gaithersburg,10 Upper Rock Circle,Rockville,20850,J1772,FREE,39.1134145,-77.1845173,public,MD
ELEC,Wildwood Medical Center,10401 Old Georgetown Road,Bethesda,20814,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.0760643,-77.1372362,public,MD
ELEC,Knighton Garage,1-A Colonial Avenue,Annapolis,21401,J1772,FREE,38.976809,-76.4993889,public,MD
ELEC,Main SEMA Location,4961 Tesla Drive,Bowie,20715,J1772,FREE,38.956993,-76.7078005,public,MD
ELEC,"Walgreens - Bel Air, MD #12748",1201 East Churchville Rd,Bel Air,21014,J1772,$2.00/Hr Parking Fee,39.5416769,-76.3300768,public,MD
ELEC,IVT Shops at Town Center Germantown LLC,19718 Germantown Road,Germantown,20874,J1772,FREE,39.1807395,-77.2662729,public,MD
ELEC,Middlebrook Square Shopping Ctr,11500 Middlebrook Road,Germantown,20876,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.1792546,-77.2394376,public,MD
ELEC,Union Wharf,915 S. Wolfe Street,Baltimore,21231,J1772,FREE,39.28121,-76.588695,public,MD
ELEC,Fallsgrove Plaza,14995 Shady Grove Road,Rockville,20850,J1772,"$1.00-$3.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",39.1011405,-77.190535,public,MD
ELEC,McHenry Row - West Garage,1630 Whetstone Way,Baltimore,21230,J1772,$0.10/kWh Energy Fee,39.26927344,-76.60020429,public,MD
ELEC,8840 Stanford Blvd,8840 Stanford Boulevard,Columbia,21045,J1772,FREE,39.1896044,-76.8151959,public,MD
ELEC,2000 Tower Oaks,2000 Tower Oaks Boulevard,Rockville,20852,J1772,$0.55-$1.00/Hr Variable Parking Fee,39.066178,-77.153254,public,MD
ELEC,Horn Point Marina,105 Eastern Ave,Annapolis,21403,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.35/kWh Energy Fee",38.969882,-76.47619,public,MD
ELEC,Community Resources,7932 Oppossumtown Pike,Frederick,21702,J1772,FREE,38.536855,-76.584724,public,MD
ELEC,Dulaney Center Parking Garage,855 Southerly Road,Towson,21204,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.406849,-76.599635,public,MD
ELEC,"Walgreens - Baltimore, MD #5331",8050 Liberty Rd,Baltimore,21244,J1772,$2.00/Hr Parking Fee,39.354115,-76.756714,public,MD
ELEC,H.C.L.P. WRP,8900 Greenwood Place,Savage,20763,J1772,FREE,39.1255617,-76.8126149,public,MD
ELEC,Cromwell Center,810 Gleneagles Court,Towson,21286,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.4028716,-76.5738872,public,MD
ELEC,Ashland Garage Level 6,900 North Washington Street,Baltimore,21205,J1772,FREE,39.301179,-76.5901802,public,MD
ELEC,Ashland Garage,900 N Washington St,Baltimore,21213,J1772,FREE,39.3003743,-76.5897116,public,MD
ELEC,Washington Blvd,9711 Washingtonian Boulevard,Gaithersburg,20878,J1772,$1.00-$10.00/Hr Variable Parking Fee,39.111969,-77.191232,public,MD
ELEC,Twin Oaks Shopping Center,711 Hungerford Drive,Rockville,20850,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.0930982,-77.1528855,public,MD
ELEC,Maple Lawn 10 - 8110,8110 Maple Lawn Boulevard,Fulton,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.1525773,-76.9028133,public,MD
ELEC,Maple Lawn,8160 Maple Lawn Blvd,Fulton,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.14958699,-76.90562507,public,MD
ELEC,HTMI LLC,838 Rockville Pike,Rockville,20850,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.0760643,-77.1372362,public,MD
ELEC,MOM's Organic Market - Jessup,"7351 Assateague Drive
#190",Jessup,20794,J1772,FREE,39.1695929,-76.7859472,public,MD
ELEC,Catalent Biologics / Paragon Gene Therapy,7555 Harmans Rd,Harmans,21077,J1772,FREE,39.150081,-76.701751,public,MD
ELEC,Promenade Towers,5225 Pooks Hill Road,Bethesda,20814,J1772,$0.20/kWh Energy Fee,39.0167159,-77.106924,public,MD
ELEC,Turner Hall Visitor Center,1201 Turner Hall,College Park,20742,J1772,FREE,38.986111,-76.936775,public,MD
ELEC,Patapsco Building,5201 Paint Branch Parkway,College Park,20740,J1772,FREE,38.9770725,-76.9246519,public,MD
ELEC,Courtyard by Marriott Bowie,16800 Science DR,Bowie,20715,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.962643,-76.712979,public,MD
ELEC,Horn Point Lab,2020 Horns Point Rd,Cambridge,21613,J1772,FREE,38.5849647,-76.1378611,public,MD
ELEC,26060,540 National Business Parkway,Annapolis Junction,20701,J1772,$0.20/kWh Energy Fee,39.1376525,-76.7697546,public,MD
ELEC,Country Inn & Suites by Radisson - Baltimore North,8825 Yellow Brick Road,Rosedale,21237,J1772,Free,39.3397257,-76.4812653,public,MD
ELEC,The Met,10500 Grand Central Avenue,Owings Mills,21117,J1772,FREE,39.4069961,-76.7819518,public,MD
ELEC,Inner Harbor,801 Key Highway,Baltimore,21230,J1772,Free,39.280452,-76.605982,public,MD
ELEC,Crossroads Professional Building,7676 New Hampshire Ave,Takoma Park,20912,J1772,$1.00/Hr Parking Fee,38.9875017,-76.9885435,public,MD
ELEC,Fairfield Inn and Suites Hagerstown,89 All Star Court,Hagertown,21740,J1772,$0.30/kWh Energy Fee,39.6032127,-77.6884737,public,MD
ELEC,"PGC Brandywine, MD",12911 Cherry Tree Crossing Road,Brandywine,20613,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.7113768,-76.8394143,public,MD
ELEC,College Square Shopping Center,444 WMC Drive,Westminster,21158,J1772,FREE,39.5867343,-77.0134136,public,MD
ELEC,La Quinta Inn - Waldorf,11770 Business Park Drive,Waldorf,20601,J1772,Free,38.63983,-76.89878,public,MD
ELEC,Blue Belly Farms Corp,9201 Longs Mill Rd,Rocky Ridge,21778,J1772,$2 per charge. Pay via Venmo: Jidgette-Vernick or Paypal: TeslaSolarRoof,39.584041,-77.344023,public,MD
ELEC,Cambria Hotel - Ocean City,13 St. Louis Ave,Ocean City,21842,J1772,Free,38.333153,-75.088885,public,MD
ELEC,Gateway Hotel and Suites,11 N Baltimore Ave,Ocean City,21842,J1772,Free,38.332804,-75.086093,public,MD
ELEC,1801 Rockville Pike,1801 Rockville Pike,Rockville,20852,J1772,$1.50/Hr Parking Fee,39.0595955,-77.1229774,public,MD
ELEC,33000,7160 Riverwood Drive,Columbia,21046,J1772,$0.20/kWh Energy Fee,39.1751001,-76.876485,public,MD
ELEC,The Vine,10945 Price Manor Way,Laurel,20723,J1772,FREE,39.1495173,-76.8988477,public,MD
ELEC,No Contacts Offline,4961 Tesla Drive,Bowie,20715,J1772,FREE,38.956517,-76.70764,public,MD
ELEC,The Alaire,5750 Fishers Lane,Rockville,20852,J1772,Free,39.062886,-77.117535,public,MD
ELEC,Main Location,4961 Tesla Dr Ste A,Bowie,20715,J1772,FREE,38.956517,-76.70764,public,MD
ELEC,SemaConnect US R&D,4961 Tesla Drive,Bowie,20715,J1772 J1772COMBO,"$0.00-$4.00/Hr Variable Parking Fee, $0.00-$1.00/kWh Variable Energy Fee",38.9564819,-76.7075866,public,MD
ELEC,Lakeside Retail / Office Center,8865 Stanford Blvd,Columbia,21045,J1772,"$1.00-$2.00/Hr Variable Parking Fee, $0.10/kWh Energy Fee",39.1909386,-76.8181249,public,MD
ELEC,UMCES Car Port,2020 Horns Point Road,Cambridge,21613,J1772,FREE,38.5849647,-76.1378611,public,MD
ELEC,Three Irvington Center,800 King Farm Blvd.,Rockville,20850,J1772,$1.00-$10.00/Hr Variable Parking Fee,39.1102166,-77.1818813,public,MD
ELEC,EMOB,5901 E. Lombard St,Baltimore,21224,J1772,FREE,39.2950263,-76.5478517,public,MD
ELEC,Verde at Greenbelt Station,8010 Greenbelt Station Pkwy,Greenbelt,20770,J1772,FREE,39.0003833,-76.9180057,public,MD
ELEC,Symphony Center Garage,1030 Park Avenue,Baltimore,21201,J1772,$0.00-$2.00/Hr Variable Parking Fee,39.30313041,-76.6196167,public,MD
ELEC,The Willard,5000 Waverly way,Owings Mills,21117,J1772,FREE,39.4078505,-76.784312,public,MD
ELEC,200 Harry S Truman Parkway,"200 Harry S Truman Parkway,",Annapolis,21401,J1772,"$2.00/Hr Parking Fee , $0.14/kWh Energy Fee",38.9772453,-76.5554159,public,MD
ELEC,Timbrook Ford - Oakland,12532 Garrett Hwy,Oakland,21550,J1772,Free,39.4193693,-79.39939068,public,MD
ELEC,City Hall,15901 Excalibur Road,Bowie,20716,J1772,FREE,38.942721,-76.7300088,public,MD
ELEC,Symbioscience,20425 Seneca Meadows Parkway,Germantown,20876,J1772,FREE,39.1983001,-77.2572602,public,MD
ELEC,Solaire 7077,7077 Woodmont Avenue,Bethesda,20815,J1772,$1.00/Hr Parking Fee,38.9802978,-77.0926444,public,MD
ELEC,Ridgely Oaks Professional Center,621 Ridgely Avenue,Annapolis,21401,J1772,FREE,38.9967584,-76.5166222,public,MD
ELEC,Elkridge Estates of Roland Park,6025 Roland Ave.,Baltimore,21210,J1772,$0.20/kWh Energy Fee,39.3737442,-76.6338932,public,MD
ELEC,SHS Frederick,111 Byte Drive,Frederick,21702,J1772,$0.30/kWh Energy Fee,39.458751,-77.406626,public,MD
ELEC,"Walgreens - Baltimore, MD #10076",2560 Quarry Lake Drive,Baltimore,21209,J1772,$2.00/Hr Parking Fee,39.3847962,-76.686881,public,MD
ELEC,805 King Farm,805 King Farm Blvd.,Rockville,20850,J1772,$1.00-$10.00/Hr Variable Parking Fee,39.111029,-77.182107,public,MD
ELEC,Maryland Dept. of Transportation Corporate Headquarters,7201 Corporate Dr.,Hanover,21076,J1772,FREE,39.1871889,-76.6977523,public,MD
ELEC,Tate Access Floors - MD,7510 Montevideo Rd,Jessup,20794,J1772,FREE,39.164904,-76.7720779,public,MD
ELEC,"Walgreens - Glen Burnie, MD #9028",6700 Ritchie Highway,Glen Burnie,21061,J1772,$2.00/Hr Parking Fee,39.1938043,-76.6135573,public,MD
ELEC,CRSC Building,101 College Parkway,Arnold,21012,J1772,$1.00/Hr Parking Fee,39.0489086,-76.5165644,public,MD
ELEC,888 Bestgate Road,888 Bestgate Road,Annapolis,21401,J1772,$0.50-$0.95/Hr Variable Parking Fee,38.994233,-76.5435462,public,MD
ELEC,810 Bestgate Road,810 Bestgate Road,Annapolis,21401,J1772,$0.50-$0.75/Hr Variable Parking Fee,38.9951124,-76.537177,public,MD
ELEC,CBF,Herndon Avenue,Annapolis,21403,J1772,FREE,38.9360405,-76.4645131,public,MD
ELEC,"Walgreens - Lusby, MD #10402",11745 Rousby Hall Rd,Lusby,20657,J1772,$2.00/Hr Parking Fee,38.37316,-76.442981,public,MD
ELEC,R.V. Truitt Lab,129 Williams Street,Solomons,20688,J1772,FREE,38.3194811,-76.4537911,public,MD
ELEC,Settler\'s Landing Apartments,45086 Voyage Path,California,20619,J1772,$0.00-$5.00/Hr Variable Parking Fee,38.299079,-76.5215003,public,MD
ELEC,Perdue North,1101 Camden Ave.,Salisbury,21801,J1772,FREE,38.3444766,-75.6058571,public,MD
ELEC,Cockeysville,10500 York Road,Cockeysville,21030,J1772,FREE,39.4751771,-76.6420841,public,MD
ELEC,Electric Operations Building,7309 Windsor Mill Road,Windsor Mill,21244,J1772,FREE,39.3372168,-76.7570532,public,MD
ELEC,Fleet Building,7310 Windsor Boulevard,Windsor Mill,21244,J1772,FREE,39.3337299,-76.7597036,public,MD
ELEC,BGE Front St,1068 North Front Street,Baltimore,21202,J1772,FREE,39.2973695,-76.6068302,public,MD
ELEC,Spring Gardens,1899 Leadenhall Street,Baltimore,21230,J1772,FREE,39.2678473,-76.6182956,public,MD
ELEC,Pumphrey Station,4547 Annapolis Road,Baltimore,21227,J1772,FREE,39.2288485,-76.6395344,public,MD
ELEC,Piney Orchard,730 New Waugh Chapel Road,Odenton,21113,J1772,FREE,39.071568,-76.719388,public,MD
ELEC,Annapolis,112 West Street,Annapolis,21401,J1772,FREE,38.9781489,-76.4973566,public,MD
ELEC,Bethesda Crescent,7475 Wisconsin Avenue,Bethesda,20814,J1772,FREE,38.9843643,-77.0936894,public,MD
ELEC,Murn Properties,7200 Alden Way,Hanover,21076,J1772,Free,39.185814,-76.740564,public,MD
ELEC,Bel Air Town Center,508 Baltimore Pike,Bel Air,21014,J1772,FREE,39.5270375,-76.3547139,public,MD
ELEC,Rutland Garage,1805 East Madison Street,Baltimore,21205,J1772,FREE,39.2992877,-76.5921643,public,MD
ELEC,Burtonsville Office Park,3915 National Drive,Burtonsville,20866,J1772,$0.12-$0.20/kWh Variable Energy Fee,39.112093,-76.9300506,public,MD
ELEC,1001 Fleet Street,1001 Fleet Street,Baltimore,21202,J1772,$1.00-$5.00/Hr Variable Parking Fee,39.2840184,-76.5994792,public,MD
ELEC,Fieldstone Farm Apartments,800 Hydric Court,Odenton,21113,J1772,$0.30/kWh Energy Fee,39.0511684,-76.707316,public,MD
