Fuel Type Code,Station Name,Street Address,City,ZIP,EV Connector Types,EV Pricing,Latitude,Longitude,Access Code,State
ELEC,Annex Garage,140 W Patrick St,Frederick,21701,J1772,Free,39.414063,-77.413739,public,MD
ELEC,Fleet & Eden Garage,501 S Eden St,Baltimore,21231,J1772,Free,39.285366,-76.598315,public,MD
ELEC,Signet Garage,210 Guilford Ave,Baltimore,21202,J1772,Free,39.29195,-76.611345,public,MD
ELEC,Cathedral Garage,320 Cathedral St,Baltimore,21201,J1772,Free,39.293793,-76.616977,public,MD
ELEC,Arena Garage,201 W Baltimore St,Baltimore,21201,J1772,Free,39.289385,-76.618742,public,MD
ELEC,Ivy Car Barn,311 E Chase St,Baltimore,21202,J1772,Free,39.302532,-76.610935,private,MD
ELEC,Department of General Services - Parking Lot,3800 E Biddle St,Baltimore,21213,J1772,Free,39.305588,-76.566117,private,MD
ELEC,Water Street Garage,22 S Gray St,Baltimore,21201,J1772,Free,39.288514,-76.611444,public,MD
ELEC,Safety First,38 N Main St,Keedysville,21756,J1772,Free,39.48881,-77.696524,private,MD
ELEC,Back River Treatment Plant,8201 Eastern Ave,Baltimore,21224,J1772,Free,39.300234,-76.492813,public,MD
ELEC,Carrollton Inn,50 Albermarle St,Baltimore,21202,J1772,Free,39.288678,-76.604209,public,MD
ELEC,War Memorial Plaza,400 E Lexington St,Baltimore,21202,J1772,Free,39.291177,-76.60939,public,MD
ELEC,Fox and Bunting Building,1303 W Mount Royal Ave,Baltimore,21217,J1772,Free,39.308041,-76.621291,public,MD
ELEC,Gramercy Mansion,1400 Greenspring Valley Rd,Stevenson,21153,J1772,Free,39.42522,-76.694873,public,MD
ELEC,Hotel Indigo,24 W Franklin St,Baltimore,21201,J1772,Free,39.295255,-76.61648,public,MD
ELEC,Montebello Filtration Plant,3901 Hillen Rd,Baltimore,21218,J1772,Free,39.336584,-76.588301,public,MD
ELEC,Town of Ocean City - 300 St. Louis Ave Street Parking,300 St. Louis Ave,Ocean City,21842,J1772,Free,38.335516,-75.087156,public,MD
ELEC,Town of Ocean City - Municipal Parking,10007 Coastal Hwy,Ocean City,21842,J1772,Free,38.414273,-75.058153,public,MD
ELEC,Town of Ocean City - Recreation and Parks,200 125th St,Ocean City,21842,J1772,Free,38.430853,-75.059004,public,MD
ELEC,Conservatory and Botanic Gardens,3100 Swann Dr,Baltimore,21217,CHADEMO J1772COMBO,Free,39.318709,-76.647197,public,MD
ELEC,Patterson Park,200 S Linwood Ave,Baltimore,21224,CHADEMO J1772COMBO,Free,39.288621,-76.576047,public,MD
ELEC,Maryland Center for Veterans Education and Training,301 N High St,Baltimore,21202,J1772,Free,39.293619,-76.606356,public,MD
ELEC,Baltimore Public Works Museum,751 Eastern Ave,Baltimore,21202,J1772,Free,39.284815,-76.603415,public,MD
ELEC,City of Baltimore - Department of Public Works,2331 N Fulton Ave,Baltimore,21217,J1772,Free,39.315293,-76.643737,private,MD
ELEC,City of Baltimore - Parks Maintenance and Forestry Complex,3100 Shop Rd,Baltimore,21211,J1772,Free,39.3223338,-76.6410022,private,MD
ELEC,City of Baltimore - Ashburton Pumping Station,3099 Liberty Heights Ave,Baltimore,21216,J1772,Free,39.322918,-76.66763,private,MD
ELEC,City of Takoma Park - Community Center,7500 Maple Ave,Takoma Park,20912,CHADEMO J1772 J1772COMBO,Free,38.981991,-77.010571,public,MD
ELEC,City of Takoma Park - Junction Parking Lot,7309 Carroll Ave,Takoma Park,20912,J1772,Free,38.978277,-77.005876,public,MD
ELEC,City of Takoma Park - Recreation Center,7315 New Hampshire Ave,Takoma Park,20912,J1772,Free,38.982318,-76.987962,public,MD
ELEC,M&T Bank Stadium,1101 Russell St,Baltimore,21230,CHADEMO J1772 J1772COMBO,Parking fee,39.279829,-76.622383,public,MD
ELEC,Whalen Commons - East Parking Lot,19721 Beall St,Poolesville,20837,J1772,Free,39.145806,-77.412039,public,MD
ELEC,Poolesville Hardware,19961 Fisher Ave,Poolesville,20837,J1772,Free,39.146667,-77.417222,public,MD
ELEC,Tom Hodges Auto Sales & Service,24177 Tom Hodges Dr,Hollywood,20636,J1772,Free,38.331636,-76.555135,public,MD
ELEC,Hamilton Library,5910 Harford Rd,Baltimore,21214,CHADEMO J1772 J1772COMBO,Free,39.356533,-76.558482,public,MD
ELEC,Orleans Street Library,1303 Orleans St,Baltimore,21231,CHADEMO J1772COMBO,Free,39.29447,-76.599243,public,MD
ELEC,Reisterstown Road Library,6310 Reisterstown Rd,Baltimore,21215,CHADEMO J1772 J1772COMBO,Free,39.354424,-76.700634,public,MD
ELEC,Light Street Library,1251 Light St,Baltimore,21230,CHADEMO J1772COMBO,Free,39.275068,-76.611912,public,MD
ELEC,Roland Park Library,5108 Roland Ave,Baltimore,21210,CHADEMO J1772COMBO,Free,39.355737,-76.635104,public,MD
ELEC,Clifton Park Golf Course,2701 St Lo Dr,Baltimore,21213,J1772,Free,39.32159779,-76.58783514,public,MD
ELEC,Carroll Park Golf Course,2100 Washington Blvd,Baltimore,21230,J1772,Free,39.27267,-76.648655,public,MD
ELEC,Cylburn Arboretum,4975 Greenspring Ave,Baltimore,21209,J1772,Free,39.352944,-76.659878,public,MD
ELEC,Camden Yards,333 W Camden St,Baltimore,21201,J1772,Free,39.284664,-76.619604,public,MD
ELEC,Mount Pleasant Ice Arena,6101 Hillen Rd,Baltimore,21239,J1772,Free,39.368847,-76.577788,public,MD
ELEC,Wyndham Garden North BW Parkway,5811 Annapolis Rd,Cheverly,20784,J1772,Free,38.937323,-76.917061,public,MD
ELEC,Herring Run Library Branch,3801 Erdman Ave,Baltimore,21213,CHADEMO J1772COMBO,Free,39.315122,-76.569243,public,MD
ELEC,Canton Waterfront Park,3001 Boston St,Baltimore,21224,CHADEMO J1772 J1772COMBO,Free,39.277178,-76.572417,public,MD
ELEC,Gwynns Falls Park,4999 Windsor Mill Rd,Baltimore,21207,CHADEMO J1772COMBO,Free,39.309277,-76.70115,public,MD
ELEC,City of Baltimore - Garage,101 W Dickman St,Baltimore,21230,CHADEMO J1772COMBO,Free,39.262573,-76.616256,public,MD
ELEC,Catoctin Mountain Park - Visitor Center,14707 Park Central Rd,Thurmont,21788,J1772,Free,39.63378,-77.449906,public,MD
ELEC,Catoctin Mountain Park - Round Meadow,14850 Manahan Rd,Sabillasville,21780,J1772,Free,39.644424,-77.486954,public,MD
ELEC,Catoctin Mountain Park - Headquarters,6602 Foxville Rd,Thurmont,21788,J1772,Free,39.626633,-77.439577,public,MD
ELEC,Baltimore Police Department - Western District,1034 N Mount St,Baltimore,21217,J1772,Free,39.300619,-76.644695,public,MD
ELEC,Middle Branch Park,3301 Waterview Ave,Baltimore,21230,J1772,Free,39.254879,-76.622308,public,MD
ELEC,Mount Pleasant Golf Course,6001 Hillen Rd,Baltimore,21239,J1772,Free,39.363692,-76.577699,public,MD
ELEC,Electric Vehicle Institute,1120 N Charles St,Baltimore,21201,J1772,Free,39.303044,-76.616255,public,MD
ELEC,Fayette St Garage,1001 E Fayette St,Baltimore,21201,J1772,Free,39.291285,-76.603515,public,MD
ELEC,Municipal Garage,200 N Holliday St,Baltimore,21202,J1772,Free,39.291785,-76.610539,private,MD
ELEC,Roosevelt Center - Municipal Building,25 Crescent Rd,Greenbelt,20770,CHADEMO J1772COMBO,Free,39.000738,-76.877355,public,MD
ELEC,West Street Garage,40 E West St,Baltimore,21230,J1772,Free,39.276065,-76.613202,public,MD
ELEC,C.C. Jackson Recreation Center,4910 Park Heights Ave,Baltimore,21215,J1772,Free,39.347048,-76.673296,public,MD
ELEC,Park Plaza,2099 Gaither Rd,Rockville,20850,J1772,Payment through SemaConnect,39.117417,-77.180898,private,MD
ELEC,Baltimore Street Garage,15 Guilford Ave,Baltimore,21202,J1772,Free,39.290084,-76.610788,public,MD
ELEC,Museum of Industry,1415 Key Hwy,Baltimore,21230,J1772,Free,39.273755,-76.601727,public,MD
ELEC,Clifton Mansion,2701 Saint Lo Dr,Baltimore,21213,J1772,Free,39.319173,-76.587403,public,MD
ELEC,Chesapeake House Travel Plaza,10670 I-95,Port Deposit,21904,CHADEMO J1772 J1772COMBO,Free Level 2 charging; DCFC 2.50 per session and $0.20 per minute,39.612124,-76.009519,public,MD
ELEC,Carroll Avenue Street Parking,7000 Carroll Ave,Takoma Park,20912,CHADEMO J1772COMBO,Free,38.974757,-77.012702,public,MD
ELEC,Latrobe Park,1627 E Fort Ave,Baltimore,21230,J1772,Free,39.268278,-76.591693,public,MD
ELEC,Downtown Takoma Park,7224 Carroll Ave,Takoma Park,20912,CHADEMO J1772 J1772COMBO,Free,38.978147,-77.006623,public,MD
ELEC,Arena Garage - South Howard Street,99 S Howard St,Baltimore,21201,J1772,Free,39.287914,-76.619205,public,MD
ELEC,Caroline Street Garage,805 S Caroline St,Baltimore,21231,J1772,Free,39.282302,-76.596315,public,MD
ELEC,City of Hyattsville - Municipal Building,4310 Gallatin St,Hyattsville,20781,J1772,Free,38.952849,-76.942214,private,MD
ELEC,Baltimore Police Marine Unit,3201 Boston St,Baltimore,21224,J1772,Free,39.276811,-76.570849,public,MD
ELEC,Tidewater Marina,321 E Cromwell St,Baltimore,21230,J1772,Free,39.264924,-76.60639,public,MD
ELEC,City of Hyattsville - Parking Lot #3,4320 Farragut St,Hyattsville,20781,J1772,Free,38.951908,-76.941858,public,MD
ELEC,City of Hyattsville - Parking Lot #2,4310 Hamilton St,Hyattsville,20781,J1772,Free,38.953701,-76.941801,public,MD
ELEC,Charles Plaza Garage,211 N Liberty Rd,Baltimore,21201,J1772,Free,39.291834,-76.616799,public,MD
ELEC,Atrium Garage,308 W Fayette St,Baltimore,21201,J1772,Free,39.2906,-76.620429,public,MD
ELEC,Southway Builders,1318 E Fort Ave,Baltimore,21230,J1772,Free,39.269901,-76.595658,public,MD
ELEC,Town of Ocean City - Worcester Parking Lot,601 S Philadelphia Ave,Ocean City,21842,J1772,Free,38.328131,-75.088996,public,MD
ELEC,Villages at Homeland,357 Homeland Southway,Baltimore,21212,J1772,Free,39.352912,-76.6146,public,MD
ELEC,Millie's Road House Bar,200 Old Ocean Gateway,Vienna,21869,J1772,Free,38.485086,-75.823956,public,MD
ELEC,Villages at Homeland,313 Homeland Southway,Baltimore,21212,J1772,Free,39.353249,-76.614846,public,MD
ELEC,Studio 3807,3807 Rhode Island Ave,Brentwood,20722,J1772,Free,38.938966,-76.955265,public,MD
ELEC,Columbia Gateway - Medical Center,7070 Samuel Morse Dr,Columbia,21046,J1772,Free,39.169397,-76.811526,public,MD
ELEC,Cheverly Town Park,6401 Forest Rd,Cheverly,20785,J1772,Free,38.925025,-76.906358,public,MD
ELEC,Laureate Education Inc,7065 Samuel Morse Dr,Columbia,21046,J1772,Free,39.168759,-76.811733,public,MD
ELEC,Mercy Medical Center - Bunting Garage,301 Saint Paul Pl,Baltimore,21202,J1772,Free,39.29255,-76.61355,public,MD
ELEC,Penn Station Garage,1500 N Charles St,Baltimore,21201,J1772,Free,39.306655,-76.616222,public,MD
ELEC,Old Town - Fire Station,1110 Hillen St,Baltimore,21202,J1772,Free,39.297285,-76.605258,public,MD
ELEC,Rankin Upholstery,8021 Cessna Ave,Gaithersburg,20879,J1772,Free,39.172762,-77.164172,public,MD
ELEC,City of Hyattsville - Department of Public Works,4633 Arundel Pl,Hyattsville,20781,J1772,Free,38.946661,-76.939889,public,MD
ELEC,Maryland House Travel Plaza,"I-95, Mile Marker 82",Aberdeen,21001,CHADEMO J1772 J1772COMBO,Free,39.498059,-76.231826,public,MD
ELEC,Lexington Market,400 W Lexington St,Baltimore,21201,J1772,Free,39.291633,-76.622509,public,MD
ELEC,Landover Hills - Police Station and Town Hall,6904 Taylor St,Landover Hills,20784,J1772,Free,38.941542,-76.894218,public,MD
ELEC,Rotunda Parking Garage,711 W 40th St,Baltimore,21211,J1772,Free,39.33563,-76.629666,public,MD
ELEC,Vienna Food Mart,307 Old Ocean Gateway,Vienna,21869,CHADEMO J1772COMBO,Free,38.486172,-75.825191,public,MD
ELEC,Little Italy Garage,400 S Central Ave,Baltimore,21202,J1772,Free,39.285911,-76.599462,public,MD
ELEC,Dorchester County Public Library - Hurlock Branch,222 S Main St,Hurlock,21643,J1772,Free,38.631284,-75.862667,public,MD
ELEC,Hurlock Park - Tennis Courts,200 Charles St,Hurlock,21643,J1772,Free,38.632842,-75.864863,public,MD
ELEC,Berwyn Heights Town Hall,5700 Berwyn Rd,Berwyn Heights,20740,J1772,Free,38.992364,-76.917261,public,MD
ELEC,Hagerstown - Central Parking Lot,14 N Potomac St,Hagerstown,21740,J1772COMBO,$2.50 per session; $0.20 per minute,39.642218,-77.719215,public,MD
ELEC,Inn at Horn Point - Tesla Destination,534  Burnside Street,Annapolis,21403,TESLA,Free,38.972453,-76.4780693,public,MD
ELEC,Doubletree by Hilton Annapolis - Tesla Destination,210 Holiday Ct,Annapolis,21401,TESLA,Free,38.982522,-76.547334,public,MD
ELEC,Hyatt Regency Baltimore - Tesla Destination,300 Light St,Baltimore,21202,J1772 TESLA,Free,39.28462,-76.613671,public,MD
ELEC,Sheraton Inner Harbor Hotel - Tesla Destination,300 South Charles St,Baltimore,21201,J1772 TESLA,Free,39.284602,-76.61595,public,MD
ELEC,Cazbar - Tesla Destination,316 N Charles St,Baltimore,21201,TESLA,Free,39.293019,-76.615604,public,MD
ELEC,Doubletree Inn at The Colonnade - Tesla Destination,4 W University Pkwy,Baltimore,21218,J1772 TESLA,Free,39.334176,-76.619561,public,MD
ELEC,DoubleTree by Hilton Hotel Bethesda - Tesla Destination,8120 Wisconsin,Bethesda,20814,J1772 TESLA,Free,38.991229,-77.095893,public,MD
ELEC,Downtown Cambridge Black Water Baked Goods & Coffee - Tesla Destination,429 Race St,Cambridge,21613,J1772 TESLA,Free,38.568961,-76.077521,public,MD
ELEC,Great Oak Manor - Tesla Destination,10568 Cliff Rd,Chestertown,21620,TESLA,Free,39.2687177,-76.2025573,public,MD
ELEC,Brampton Bed & Breakfast Inn - Tesla Destination,25227 Chestertown Rd,Chestertown,21620,J1772 TESLA,Free,39.211757,-76.094796,public,MD
ELEC,Hampton Inn & Suites Columbia/South MD - Tesla Destination,7045 Minstrel Wy,Columbia,21046,J1772 TESLA,Free,39.17575,-76.846303,public,MD
ELEC,SpringHill Suites by Marriott Columbia - Tesla Destination,7055 Minstrel Wy,Columbia,21046,J1772 TESLA,Free,39.176119,-76.847247,public,MD
ELEC,Ruddy Duck Brewery & Grill - Tesla Destination,13200 Dowell Rd,Dowell,20629,TESLA,Free,38.350362,-76.457198,public,MD
ELEC,Rocky Gap Casino Resort - Tesla Destination,16701 Lakeview Rd NE,Flintstone,21530,J1772 TESLA,Free,39.699997,-78.656806,public,MD
ELEC,"Savage River Lodge, a Select Registry Property - Tesla Destination",1600 Mt Aetna Rd,Frostburg,21532,J1772 TESLA,Free,39.65525,-79.021482,public,MD
ELEC,The Cornucopia Cafe - Tesla Destination,146 Casselman Rd,Grantsville,21536,J1772 TESLA,Free,39.697031,-79.1416,public,MD
ELEC,The Narrows Restaurant - Tesla Destination,3023 Kent Narrow Wy S,Grasonville,21638,TESLA,Free,38.968861,-76.244728,public,MD
ELEC,Hilton Garden Inn Kent Island - Tesla Destination,3206 Main St,Grasonville,21638,J1772 TESLA,Free,38.966327,-76.240875,public,MD
ELEC,Holiday Inn Express Baltimore-BWI Airport West - Tesla Destination,7481 Ridge Rd,Hanover,21076,J1772 TESLA,Free,39.160052,-76.711847,public,MD
ELEC,"Antietam Overlook Farm, a Select Registry Property - Tesla Destination",4812 Porterstown Rd,Keedysville,21756,J1772 TESLA,Free,39.445664,-77.705295,public,MD
ELEC,Black Bear Tavern and Restaurant - Tesla Destination,102 Fort Dr,McHenry,21541,TESLA,Free,39.549596,-79.35123,public,MD
ELEC,"Lake Pointe Inn, a Select Registry Property - Tesla Destination",174 Lake Pointe Dr,McHenry,21541,J1772 TESLA,Free,39.556658,-79.357445,public,MD
ELEC,Wilcom's Inn - Tesla Destination,11234 Fingerboard Rd,Monrovia,21770,J1772 TESLA,Free,39.346653,-77.270838,public,MD
ELEC,Black Ankle Vineyards - Tesla Destination,14463 Black Ankle Rd,Mount Airy,21771,TESLA,Free,39.46165,-77.162396,public,MD
ELEC,Port House Grill - Tesla Destination,15 N Main St,North East,21901,TESLA,Free,39.60151,-75.943346,public,MD
ELEC,Haley Farm Inn and Retreat Center - Tesla Destination,16766 Garrett Hwy,Oakland,21550,J1772 TESLA,Free,39.470945,-79.358778,public,MD
ELEC,Ocean City Convention Center - Tesla Destination,4001 Coastal Hwy,Ocean City,21842,J1772 TESLA,Free,38.366495,-75.071961,public,MD
ELEC,Atlantic House Bed and Breakfast - Tesla Destination,501 N Baltimore Ave,Ocean City,21842,TESLA,Free,38.336537,-75.083956,public,MD
ELEC,Holiday Inn Oceanfront - Tesla Destination,6600 Coastal Hwy,Ocean City,21842,J1772 TESLA,Free,38.389613,-75.064479,public,MD
ELEC,Princess Royale Hotel - Tesla Destination,9100 Coastal Hwy,Ocean City,21842,TESLA,Free,38.407642,-75.058072,public,MD
ELEC,Hilton Suites Ocean City Oceanfront - Tesla Destination,3200 N Baltimore Ave,Ocean City,21842,TESLA,Free,38.360378,-75.072756,public,MD
ELEC,Sandaway Waterfront Lodging - Tesla Destination,103 W Strand Rd,Oxford,21654,J1772 TESLA,Free,38.692118,-76.175449,public,MD
ELEC,The Inn at Antietam - Tesla Destination,220 E Main St,Sharpsburg,21782,J1772 TESLA,Free,39.45953,-77.74285,public,MD
ELEC,Chanceford Hall Bed & Breakfast - Tesla Destination,209 W Federal St,Snow Hill,21863,J1772 TESLA,Free,38.172739,-75.396266,public,MD
ELEC,George Brooks House B & B - Tesla Destination,24500 Rolles Range Rd,St Michaels,21663,J1772 TESLA,Free,38.7970133,-76.2277961,public,MD
ELEC,Old Brick Inn - Tesla Destination,401 S Talbot St,St. Michaels,21663,J1772 TESLA,Free,38.7838128,-76.2234717,public,MD
ELEC,St. Michaels Winery - Tesla Destination,609 S. Talbot St,St. Michaels,21663,TESLA,Free,38.781182,-76.221799,public,MD
ELEC,Antrim 1844 Country House Hotel - Tesla Destination,30 Trevanion Rd,Taneytown,21787,J1772 TESLA,Free,39.654916,-77.1730675,public,MD
ELEC,Best Western Westminster - Tesla Destination,451 WMC Dr,Westminster,21158,J1772 TESLA,Free,39.58717,-77.010051,public,MD
ELEC,225 North Calvert Street Garage,225 N Calvert St,Baltimore,21202,J1772,Free,39.292049,-76.61231,public,MD
ELEC,Horseshoe Casino,1525 Russell St,Baltimore,21230,J1772,Free,39.273771,-76.627853,public,MD
ELEC,YMCA - Orokawa,600 W Chesapeake Ave,Towson,21204,J1772,Free,39.400162,-76.6144,public,MD
ELEC,Centers for Medicare and Medicaid Services,7500 Security Blvd,Windsor Mill,21244,J1772,Free,39.314516,-76.760004,public,MD
ELEC,Lexington Street Garage,510 E Lexington St,Baltimore,21202,J1772,Free,39.291504,-76.608454,public,MD
ELEC,YMCA - Dancel,4331 Montgomery Rd,Ellicott City,21043,J1772,Free,39.251907,-76.814808,public,MD
ELEC,Emmitsburg Town Office,300 S Seton Ave,Emmitsburg,21727,J1772,Free,39.701108,-77.328497,public,MD
ELEC,Smithsonian Libraries - Research Annex,3400 Pennsy Dr,Landover,20785,J1772,Free,38.938404,-76.880421,public,MD
ELEC,Hampton Inn Cumberland - Tesla Destination,109 Welton Dr,Cumberland,21502,TESLA,Free,39.6588203,-78.747755,public,MD
ELEC,Zeke's Coffee,4719 Harford Rd,Baltimore,21214,J1772,Free,39.343968,-76.567828,public,MD
ELEC,Central Plaza Garage,100 W Fayette St,Baltimore,21201,J1772,Free,39.290481,-76.616381,public,MD
ELEC,Maryland Science Center,601 Light St,Baltimore,21230,J1772,Free,39.28223,-76.612824,public,MD
ELEC,Johns Hopkins Community Physicians - Remington,2700 Remington Ave,Baltimore,21211,J1772,Free,39.320474,-76.621062,public,MD
ELEC,McHenry Row - Parking Garage,1641 Whetstone Way,Baltimore,21230,J1772,Free,39.268351,-76.599249,public,MD
ELEC,Shimadzu Scientific Instruments,7102 Riverwood Dr,Columbia,21046,J1772,Free,39.17626,-76.874243,private,MD
ELEC,Veterans of Foreign Wars,2630 Rosser Rd,Federalsburg,21632,J1772,Free,38.679196,-75.777369,public,MD
ELEC,Town of Galestown - Town Hall,5538 Old School House Rd,Galestown,21659,J1772,Free,38.565561,-75.71589,public,MD
ELEC,Whole Foods Market,6621-B Baltimore Ave,Riverdale,20737,J1772,Free,38.969371,-76.937183,public,MD
ELEC,Inner Harbor Center Garage,400 E Pratt St,Baltimore,21202,J1772,Free,39.286835,-76.609322,public,MD
ELEC,Howard Community College,5051 Campus Dr,Columbia,21044,J1772,Free,39.212347,-76.880501,private,MD
ELEC,College Square Shopping Center,444 WMC Drive,Westminster,21158,J1772,FREE,39.5867228,-77.0133356,public,MD
ELEC,Winchester Hall,12 East Church Street,Frederick,21701,J1772,FREE,39.4149343,-77.4097442,public,MD
ELEC,PHH,940 Ridgebrook Rd,Sparks,21152,J1772,FREE,39.525064,-76.649015,public,MD
ELEC,Firaxis Games,10 Loveton Cir,Sparks Glencoe,21152,J1772,$0.00-$0.20/kWh Variable Energy Fee,39.5212999,-76.646339,public,MD
ELEC,"Walgreens - Eldersberg, MD #7678",1260 Liberty Rd,Eldersberg,21784,J1772,$2.00/Hr Parking Fee,39.4047804,-76.951296,public,MD
ELEC,Metro Garage 1,5048 Painters Mill Road,Owings Mills,21117,J1772,$0.00-$2.00/Hr Variable Parking Fee,39.4058654,-76.7787821,public,MD
ELEC,"Walgreens - Bel Air, MD #11999",1927 Emmorton Rd,Bel Air,21015,J1772,$2.00/Hr Parking Fee,39.5019452,-76.3265292,public,MD
ELEC,The Yards at Fieldside Village,816 Long Dr,Aberdeen,21001,J1772,FREE,39.5328597,-76.1895162,public,MD
ELEC,"Walgreens - Baltimore, MD #6779",9616 Hartford Road,Baltimore,21234,J1772,$2.00/Hr Parking Fee,39.396155,-76.523482,public,MD
ELEC,St. John Properties,2560 Lord Baltimore Drive,Baltimore,21244,J1772,$1.00/Hr Parking Fee,39.325403,-76.751758,public,MD
ELEC,The Gate at Aberdeen Proving Ground,"6180 Guardian Gateway, Suite 102",Aberdeen Proving Ground,21005,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.48913133,-76.1621383,public,MD
ELEC,"Walgreens - Edgewood, MD #9342",1930 Pulaski Highway,Edgewood,21040,J1772,$2.00/Hr Parking Fee,39.4354502,-76.3141145,public,MD
ELEC,Parks and People Foundation,2100 Liberty Heights Ave.,Baltimore,21217,J1772,FREE,39.319529,-76.651367,public,MD
ELEC,MedStar Union Memorial Hospital,201 E. University Pkwy,Baltimore,21218,J1772,FREE,39.329267,-76.614289,public,MD
ELEC,Johns Hopkins University,3101 Wyman Park Dr,Baltimore,21211,J1772,FREE,39.3259113,-76.6215812,public,MD
ELEC,The Fitzgerald Parking Garage,1201 West Mt. Royal Ave.,Baltimore,21217,J1772,FREE,39.307469,-76.619217,public,MD
ELEC,Win Kelly Dealership,12421 Auto Drive,Clarksville,21029,J1772,FREE,39.2112679,-76.941624,public,MD
ELEC,TEN.M,10100 Twin Rivers Rd,Columbia,21044,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.2165937,-76.8684038,public,MD
ELEC,2 Hopkins Apartments,2 Hopkins Plaza,Baltimore,21201,J1772,$2.00/Hr Parking Fee,39.288894,-76.6172399,public,MD
ELEC,The Metropolitan Downtown Columbia,Town Center Avenue,Columbia,21044,J1772,FREE,39.214536,-76.8673634,public,MD
ELEC,36 S. Charles St,36 S Charles Street,Baltimore,21201,J1772,FREE,39.2879203,-76.6155026,public,MD
ELEC,LAZ Parking,17 E Conway St,Baltimore,21202,J1772,$1.00-$5.00/Hr Variable Parking Fee,39.2838341,-76.6139854,public,MD
ELEC,President Street Parking Garage,815 E. Pratt Street,Baltimore,21202,J1772,FREE,39.286911,-76.6033829,public,MD
ELEC,McHenry Row,1603 Whetstone Way,Baltimore,21230,J1772,$0.10/kWh Energy Fee,39.2690144,-76.5997877,public,MD
ELEC,McHenry Row - East Garage,1631 Whetstone Way,Baltimore,21230,J1772,$0.10/kWh Energy Fee,39.26856357,-76.59919685,public,MD
ELEC,Research Boulevard (Charging Stations),1803 Research Blvd,Rockville,20850,J1772,FREE,39.0984845,-77.1796859,public,MD
ELEC,Rockville Town Center,44 Maryland Ave.,Rockville,20850,J1772,FREE,39.0842791,-77.15094091,public,MD
ELEC,Maple Lawn - 8115,8115 Maple Lawn Blvd.,Fulton,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.1520206,-76.9026864,public,MD
ELEC,Maple Lawn 4,8160 Maple Lawn Boulevard,Fulton,20759,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1492926,-76.9053992,public,MD
ELEC,"7900 Washington Blvd., Jessup, MD 20794",7900 Washington Blvd.,Jessup,20794,J1772,FREE,39.1720712,-76.7867934,public,MD
ELEC,"Walgreens - Brooklyn Park, MD #6007",5740 Ritchie Highway,Brooklyn Park,21225,J1772,$2.00/Hr Parking Fee,39.216143,-76.615116,public,MD
ELEC,Fleet Lot,7201 Corporate Center Dr,Hanover,21076,J1772,FREE,39.1890522,-76.6983085,public,MD
ELEC,BWI Airport - Daily Rooftop,7062 Elm Road,Baltimore,21240,J1772,FREE,39.18806,-76.67759,public,MD
ELEC,BWI Airport - Daily Ground Floor,7062 Elm Road,Baltimore,21240,J1772,FREE,39.1869346,-76.6776287,public,MD
ELEC,BWI Airport - Hourly Ground Floor,7062 Elm Road,Baltimore,21240,J1772,FREE,39.180144,-76.670086,public,MD
ELEC,Randolph Plaza,57 Randolph RD,Silver Spring,20904,J1772,FREE,39.076167,-77.004377,public,MD
ELEC,Potomac Place Shopping Center,10122 River Road,Potomac,20854,J1772,FREE,39.016489,-77.209277,public,MD
ELEC,11200 Rockville Pike LLC,11200 Rockville Pike,Rockville,20852,J1772,FREE,39.0408693,-77.1104619,public,MD
ELEC,The Elms At Shannon\'s Glen,7811 Shannon's Glen DR,Jessup,20794,J1772,"$0.00-$5.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.140761,-76.760309,public,MD
ELEC,Lionsgate at Woodmont Corner Condo,7710 Woodmont Ave,Bethesda,20814,J1772,FREE,38.9868489,-77.0965435,public,MD
ELEC,7201 Wisconsin Ave,7201 Wisconsin Ave,Bethesda,20814,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.13/kWh Energy Fee",38.98187158,-77.09250798,public,MD
ELEC,"8737 Colesville Rd, LLC",8737 Colesville Road,Silver Spring,20910,J1772,FREE,38.998714,-77.0257707,public,MD
ELEC,The Citron Apartments - Foulger-Pratt,815 Pershing Drive,Silver Spring,20910,J1772,FREE,38.9981068,-77.0239052,public,MD
ELEC,Blair House,8201 16th St.,Silver Spring,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.991846,-77.034751,public,MD
ELEC,The Blairs Shopping Center,1280 East-West Hwy,Silver Spring,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.99207106,-77.03287763,public,MD
ELEC,Geico West Lot,4608 Willard Avenue,Bethesda,20815,J1772,$1.00/Hr Parking Fee,38.9611248,-77.0903933,public,MD
ELEC,531704 - The Shops at Wisconsin Place,4412 Willard Avenue,Chevy Chase,20815,J1772,$1.50-$5.00/Hr Variable Parking Fee,38.9611607,-77.0873737,public,MD
ELEC,Chesapeake Building,3115 Chesapeake Building,College Park,20742,J1772,FREE,38.998001,-76.941887,public,MD
ELEC,Severn Building,5245 Greenbelt Road,College Park,20740,J1772,FREE,38.9980404,-76.9199156,public,MD
