Fuel Type Code,Station Name,Street Address,Date Last Confirmed,Groups With Access Code,State,City,Open Date,ZIP,EV Connector Types,EV Pricing,Latitude,Longitude,Access Code,ID
ELEC,1920 L Street,1920 L Street NW,2024-10-08,Public,DC,Washington,2013-11-01,20036,J1772,$1.50/Hr Parking Fee,38.903492,-77.044477,public,74
ELEC,1900 L Street,1900 L Street NW,2024-10-08,Public,DC,Washington,2013-11-01,20036,J1772,$1.50/Hr Parking Fee,38.903492,-77.043903,public,75
ELEC,1020 19th Street,1020 19th Street NW,2024-10-08,Public,DC,Washington,2016-10-28,20036,J1772,$1.50/Hr Parking Fee,38.903147,-77.043825,public,76
ELEC,Eleven Hundred Connecticut Avenue,1100 Connecticut Avenue Northwest,2024-10-08,Public,DC,Washington,2019-06-03,20036,J1772,$1.00/Hr Parking Fee,38.9039725,-77.0405507,public,77
ELEC,"531706  1667 K Street, NW",1667 K Street Northwest,2024-10-08,Public,DC,Washington,2018-07-17,20006,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.9030183,-77.0381339,public,78
ELEC,"531705  1331 F Street, NW",1331 F Street Northwest,2024-10-08,Public,DC,Washington,2016-04-04,20004,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.897643,-77.0309368,public,79
ELEC,"10 G Street, NE","10 G St, NE",2024-10-08,Public,DC,Washington,2015-03-05,20002,J1772,$0.00-$5.00/Hr Variable Parking Fee,38.8998373,-77.0071072,public,80
ELEC,"APA 750 First St, NE","750 First St, NE",2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2015-03-20,20002,J1772,$0.00-$5.00/Hr Variable Parking Fee,38.8998373,-77.0071072,public,81
ELEC,Lexington/Market Sq Parking Garage,401 9th St NW & D St NW,2024-10-08,Public,DC,Washington,2011-12-20,20004,J1772,$1.00-$5.00/Hr Variable Parking Fee,38.89475995,-77.02395767,public,82
ELEC,122 C Street,122 C Street NW,2024-10-08,Public,DC,Washington,2012-01-02,20001,J1772,$1.50/Hr Parking Fee,38.893317,-77.013021,public,83
ELEC,Central Parking - 101 Constitution,101 Constitution Avenue Northwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2011-11-29,20001,J1772,FREE,38.8926815,-77.0131214,public,84
ELEC,375 - Patriots Plaza,375 E Street Southwest,2024-10-08,Public,DC,Washington,2017-01-19,20024,J1772,FREE,38.8840361,-77.0169844,public,85
ELEC,355 - Patriots Plaza,355 E Street Southwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2017-09-21,20024,J1772,FREE,38.8837304,-77.0165323,public,86
ELEC,Hyatt Washington DC North Mall,400 E Street Southwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2015-09-09,20024,J1772,FREE,38.8829816,-77.0180331,public,87
ELEC,SQUARE 54,2200 Pennsylvania Ave NW,2024-10-08,Public,DC,Washington,2019-10-30,20037,J1772,"$1.00-$5.00/Hr Variable Parking Fee, $0.22/kWh Energy Fee",38.9017929,-77.0493245,public,91
ELEC,"Lenkin 1133A, Lenkin 1133B",1133 Connecticut Avenue Northwest,2024-10-08,Public,DC,Washington,2019-11-13,20036,J1772,$1.00/Hr Parking Fee,38.9049056,-77.0401315,public,93
ELEC,"Lenkin 1050A, Lenkin 1050B",1050 K Street Northwest,2024-10-08,Public,DC,Washington,2019-11-13,20001,J1772,$1.00/Hr Parking Fee,38.9021405,-77.0267154,public,94
ELEC,Rosewood Washington D.C. - Tesla Destination,1050 31st Street NW,2022-10-06,Public,DC,Washington,2017-04-06,20007,TESLA,Free,38.903912,-77.061216,public,95
ELEC,"Capella Washington, D.C. - Tesla Destination",1050 31st St NW,2022-10-06,Public,DC,Washington,2016-01-19,20007,J1772 TESLA,Free,38.904031,-77.061463,public,96
ELEC,1501 New York Ave NE - Tesla Destination,1501 New York Ave NE,2022-10-06,Public,DC,Washington,2019-08-08,20002,J1772 TESLA,Free,38.915614,-76.983038,public,97
ELEC,Columbia Center - Tesla Destination,1152 15th St NW,2022-10-06,Public,DC,Washington,2019-04-09,20005,TESLA,Free,38.90493,-77.035048,public,98
ELEC,1875 K Street - Tesla Destination,1875 K St NW,2022-10-06,Public,DC,Washington,2019-04-01,20036,TESLA,Free,38.902991,-77.043045,public,99
ELEC,1700 New York Avenue - Tesla Destination,1700 New York Ave,2022-10-06,Public,DC,Washington,2019-04-04,20006,J1772 TESLA,Free,38.896069,-77.040275,public,100
ELEC,531714 - 799 9th Street,"799 9th Street NW, Suite 102",2024-10-08,Public,DC,Washington,2019-02-06,20001,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.899515,-77.023468,public,103
ELEC,Lincoln Square - 555 11th Street NW,555 11th Street Northwest,2024-10-08,Public,DC,Washington,2019-11-11,20004,J1772,FREE,38.8967861,-77.0264518,public,104
ELEC,Parcel O at the Yards,1346 4th St SE,2024-10-08,Public,DC,Washington,2020-03-30,20003,J1772,Free,38.873894,-77.000066,public,108
ELEC,Whole Foods - DC,965 Florida Ave NW,2024-10-08,Public,DC,Washington,2020-07-11,20001,J1772,Free,38.919526,-77.024665,public,114
ELEC,JBG - The Foundry,1055 Thomas Jefferson St NW,2024-10-08,Public,DC,Washington,2020-08-01,20007,J1772,Free,38.903686,-77.059528,public,115
ELEC,20 M St. Parking,20 M St. SE,2024-10-08,Public,DC,Washington,2020-08-01,20003,J1772,Free,38.876829,-77.007855,public,116
ELEC,500 LEnfant Plaza,500 L'Enfant Plaza SW,2024-10-08,Public,DC,Washington,2020-08-01,20024,J1772,Free,38.883395,-77.0234,public,117
ELEC,JBG 2101 L Street - B1,2101 L Street,2024-10-08,Public,DC,Washington,2020-09-22,20037,J1772,Free,38.90394,-77.04772,public,118
ELEC,City Center Hines,870 9th Street Northwest,2024-10-08,Public,DC,Washington,2017-10-06,20001,J1772,$0.00-$5.00/Hr Variable Parking Fee,38.9005843,-77.0244732,public,120
ELEC,"The Residences at the Ritz-Carlton, Washington D.C. - Tesla Destination",1111 23rd St,2022-10-06,Public,DC,Washington,2015-07-01,20037,TESLA,Free,38.904875,-77.050069,public,123
ELEC,"The Ritz-Carlton, Georgetown - Tesla Destination",3100 South Street NW,2022-10-06,Public,DC,Washington,2017-06-19,20007,TESLA,Free,38.903413,-77.061943,public,124
ELEC,FMS2,2796 Mitcher Rd SW,2024-01-10,Private - Government only,DC,Anacostia Naval Station,2021-01-15,20373,J1772,Free,38.858158,-77.011997,private,170
ELEC,FAA - Headquarters Office Building (HDQ 10A),800 Independence Ave SW,2022-02-10,Private - Government only,DC,Washington,2021-01-15,20591,J1772,Free,38.88691383347291,-77.0226993730774,private,172
ELEC,GSA FLEET / WESTCTYARD,501-555 19th St NW,2024-01-10,Private - Government only,DC,Washington,2021-01-15,20036,J1772,Free,38.896008,-77.043471,private,173
ELEC,OPM Motor Pool,1900 E St NW,2024-01-10,Private - Government only,DC,Washington,2021-01-15,20415,J1772,Free,38.8948,-77.0369,private,174
ELEC,US MINT,801 9th St NW,2024-01-10,Private - Government only,DC,Washington,2021-01-15,20001,J1772,$0.12 per kWh,38.900627,-77.023611,private,175
ELEC,BEP #2,201-301 14th St SW,2024-01-10,Private - Government only,DC,Washington,2021-01-15,20024,J1772,$0.30 per kWh,38.885703,-77.032041,private,176
ELEC,395 - Patriots Plaza,395 E Street Southwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2021-01-22,20024,J1772,FREE,38.8835524,-77.0171795,public,187
ELEC,4801 Connecticut Apartments,4801 Connecticut Avenue Northwest,2024-10-08,Public,DC,Washington,2020-11-25,20008,J1772,"$0.00-$4.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",38.9342066,-77.0577025,public,188
ELEC,Heyday Properties,1501 M St NW,2022-10-11,Public,DC,Washington,2021-03-15,20005,J1772,Free,38.906076,-77.034846,public,189
ELEC,Days Inn Connecticut Ave,4400 Connecticut Ave NW,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2011-12-12,20008,J1772,FREE,38.94693,-77.065639,public,191
ELEC,Conrad Washington DC,950 New York Avenue Northwest,2024-10-08,Public,DC,Washington,2021-01-21,20001,J1772,$0.25/kWh Energy Fee,38.901306,-77.0255817,public,194
ELEC,SP Plus - 1101 Vermont Ave,1101 Vermont Ave NW,2024-10-08,Public,DC,Washington,2021-04-15,20005,J1772,Free,38.903956,-77.032354,public,195
ELEC,1701 Rhode Island Inc.,1701 Rhode Island Avenue Northwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2019-01-14,20036,J1772,FREE,38.9067117,-77.0387573,public,196
ELEC,The Savoy Apartments,2101 L Street,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2021-06-09,20037,J1772,Free,38.90394,-77.04772,public,200
ELEC,500 E Street SW,500 E Street Southwest,2024-10-08,Public,DC,Washington,2017-08-14,20024,J1772,"$1.50/Hr Parking Fee , $0.25/kWh Energy Fee",38.8829566,-77.0190848,public,201
ELEC,Washington Square - Central Parking,1050 Connecticut Ave NW,2024-10-08,Public,DC,Washington,2021-07-22,20036,J1772,Free,38.903332,-77.04045,public,202
ELEC,1331,1331 Maryland Avenue Southwest,2024-10-08,Public,DC,Washington,2019-06-19,20024,J1772,FREE,38.8840965,-77.0310022,public,203
ELEC,District Wharf Parking Garage - Public Access on P1,1000 Maine,2024-10-08,Public,DC,Washington,2017-08-24,20024,J1772,FREE,38.8807429,-77.0266704,public,204
ELEC,2000 M St,2000 M Street,2024-10-08,Public,DC,Washington,2011-12-01,20036,J1772,$1.50/Hr Parking Fee,38.905461,-77.045209,public,205
ELEC,Washington Office Center,409 3rd Street Southwest,2024-10-08,Public,DC,Washington,2021-01-22,20024,J1772,$1.00/Hr Parking Fee,38.884762,-77.0155718,public,206
ELEC,"1015 15th Street, Inc.",1015 15th Street NW,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2015-11-11,20005,J1772,FREE,38.9033169,-77.0339576,public,207
ELEC,1400 K St NW,1400 K Street Northwest,2024-10-08,Public,DC,Washington,2014-09-17,20005,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.9021614,-77.0322943,public,208
ELEC,1400 Eye Street,1400 I Street NW,2024-10-08,Public,DC,Washington,2012-01-02,20005,J1772,$1.50/Hr Parking Fee,38.901006,-77.032358,public,209
ELEC,Sentinel Square III,45 L Street Northeast,2024-10-08,Public,DC,Washington,2020-06-22,20002,J1772,FREE,38.9036883,-77.0074877,public,210
ELEC,531708  Lexington/Market Sq Parking Garage,401 9th St NW & 875 D St NW,2024-10-08,Public,DC,Washington,2018-09-10,20004,J1772,$1.00-$5.00/Hr Variable Parking Fee,38.895425,-77.023752,public,211
ELEC,600 Mass Ave,600 Massachusetts Avenue Northwest,2024-10-08,Public,DC,Washington,2016-09-27,20001,J1772,FREE,38.9012307,-77.0207401,public,212
ELEC,531711  JBAB / MWR,Chappie James Boulevard,2024-10-08,Public,DC,Washington,2018-10-25,20032,J1772,$0.00-$1.50/Hr Variable Parking Fee,38.8401346,-77.0171786,public,213
ELEC,Akridge,"601 Thirteenth Street NW, Suite 300",2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2013-03-29,20005,J1772,FREE,38.897813,-77.029352,public,214
ELEC,Rockview Apartments,1400 Rock Creek Ford Road Northwest,2024-10-08,Public,DC,Washington,2020-11-24,20011,J1772,"$0.00-$4.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",38.9632417,-77.0334229,public,215
ELEC,District Wharf Parking Garage,800 Maine Avenue Southwest,2024-10-08,Public,DC,Washington,2017-08-24,20024,J1772,FREE,38.8781511,-77.0223675,public,216
ELEC,Target Ivy City,1515 New York Avenue Northeast,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2019-05-29,20002,J1772,FREE,38.916308,-76.982415,public,217
ELEC,1200 K,1200 K St. NW Suite 100,2024-10-08,Public,DC,Washington,2020-10-15,20005,J1772,FREE,38.9021125,-77.0286047,public,218
ELEC,AZ/JH REIT (DC) LP c/o Transwestern,"1100 New York Avenue, NW Suite Ground Floor",2024-10-08,Public,DC,Washington,2021-08-26,20005,J1772,FREE,38.9002423,-77.0274863,public,226
ELEC,Beckerts Park Apartments,1350 E Street Southeast,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2019-08-27,20003,J1772,FREE,38.8831947,-76.9864307,public,227
ELEC,Hall of the States Office Building,400/444 North Capitol Street NW,2024-10-08,Public,DC,Washington,2021-11-11,20001,J1772,$1.00/Hr Parking Fee,38.8957704,-77.0094944,public,228
ELEC,Resources and Conservation Center,1400 16th Street Northwest,2024-10-08,Public,DC,Washington,2021-10-15,20036,J1772,$1.00/Hr Parking Fee,38.9090483,-77.0371063,public,229
ELEC,1801 Pennsylvania Avenue Northwest,1801 Pennsylvania Avenue Northwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2019-05-08,20006,J1772,FREE,38.9004219,-77.0418833,public,230
ELEC,600 New Hampshire Ave,600 New Hampshire Avenue Northwest,2024-10-08,Public,DC,Washington,2019-11-20,20037,J1772,$1.50/Hr Parking Fee,38.8978425,-77.0551966,public,234
ELEC,Capitol Crossing,200 Massachusetts Ave NW,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2022-01-31,20001,J1772,Free,38.898971,-77.014127,public,238
ELEC,Metropolitan Square Garage,655 15th Street NW,2024-10-08,Public,DC,Washington,2021-11-03,20005,J1772,$1.00-$5.00/Hr Variable Parking Fee,38.898011,-77.0336201,public,239
ELEC,Union Place,200 K Street NE,2024-10-08,Public,DC,Washington,2017-09-07,20002,J1772,FREE,38.9031507,-77.0032763,public,240
ELEC,Garages,"7323 R 12th ST., NW",2024-10-08,Public,DC,Washington,2022-01-12,20012,J1772,FREE,38.9790239,-77.0276195,public,241
ELEC,655 New York Ave NW,655 New York Avenue Northwest,2024-10-08,Public,DC,Washington,2022-03-02,20001,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.9054465,-77.0205502,public,242
ELEC,1275 New Jersey Ave,1275 New Jersey Avenue Southeast,2024-10-08,Public,DC,Washington,2021-03-05,20003,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.8752301,-77.0039287,public,244
ELEC,901 F,901 F St. NW,2024-10-08,Public,DC,Washington,2022-03-03,20004,J1772,$0.00-$0.50/kWh Variable Energy Fee,38.8976072,-77.0240107,public,245
ELEC,1771 N Street,1771 N Street NW,2024-10-08,Public,DC,Washington,2021-03-11,20036,J1772,FREE,38.9075534,-77.0413078,public,246
ELEC,Garage 2A,"Riley St  SW, Washington DC, 20024",2024-10-08,Public,DC,Washington,2021-04-22,20024,J1772,FREE,38.8779129,-77.0219095,public,247
ELEC,The Wharf Public Garage 3,600 Water Street Southwest,2024-10-08,Public,DC,Washington,2021-02-12,20024,J1772,FREE,38.8753566,-77.0210991,public,248
ELEC,1000 South Capitol,1000 S Capitol St SE,2024-10-08,Public,DC,Washington,2021-11-12,20003,J1772,FREE,38.8783202,-77.0087047,public,249
ELEC,Tribeca,40N St. NE,2024-10-08,Public,DC,Washington,2021-04-13,20002,J1772,FREE,38.890927,-76.980764,public,250
ELEC,The Apollo,600 H St NE,2024-10-08,Public,DC,Washington,2022-06-29,20002,J1772,Free,38.900253,-76.998243,public,253
ELEC,670 Maine Private Parking Nest,"670 Maine Ave SW, Washington DC 20024",2024-10-08,Public,DC,Washington,2021-04-22,20024,J1772,FREE,38.8777768,-77.0225306,public,255
ELEC,Capitol Riverfront,861 New Jersey Ave SE,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2022-07-12,20003,J1772,Free,38.880326,-77.00574017,public,256
ELEC,600 Water Private Parking Nest,600 Water Street Southwest,2024-10-08,Public,DC,Washington,2021-04-22,20024,J1772,FREE,38.8753566,-77.0210991,public,257
ELEC,531710  650 Massachusetts Ave NW,650 Massachusetts Ave NW,2024-10-08,Public,DC,Washington,2018-09-11,20001,J1772,$0.00-$10.00/Hr Variable Parking Fee,38.899413,-77.024307,public,258
ELEC,600 Thirteenth,600 13th Street N.W.,2024-10-08,Public,DC,Washington,2020-08-27,20005,J1772,$0.25/kWh Energy Fee,38.8976502,-77.0299233,public,259
ELEC,Garage 2B,"Parker Row SW, Washington, DC 20024",2024-10-08,Public,DC,Washington,2021-04-23,20024,J1772,FREE,38.8773729,-77.0213205,public,260
ELEC,2 M Street,"2 M Street, NE",2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2012-02-23,20002,J1772,FREE,38.905762,-77.0086436,public,261
ELEC,Franklin D. Reeves Building,2000 14th St NW,2023-01-10,Public - Credit card at all times,DC,Washington,2022-08-12,20009,J1772,$1 per hr 7am-10pm; $0.50 per hr 10pm-7am,38.917564,-77.032504,public,262
ELEC,700 Penn,700 Pennsylvania Avenue Southeast,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2016-12-05,20003,J1772,FREE,38.8850381,-76.9957982,public,263
ELEC,1220 19th St,1220 19th Street Northwest,2024-10-08,Public,DC,Washington,2017-06-06,20036,J1772,$1.50/Hr Parking Fee,38.906607,-77.0439431,public,264
ELEC,Sheikh Zayed Campus (SZ),111 Michigan Avenue,2024-10-08,Public,DC,Washington,2021-01-25,20010,J1772,FREE,38.9271737,-77.014524,public,268
ELEC,NYA90,901 New York Ave. NW,2024-10-08,Public,DC,Washington,2022-08-16,20001,J1772,"$1.00-$5.00/Hr Variable Parking Fee, $0.03/kWh Energy Fee",38.9019902,-77.0252236,public,284
ELEC,Knollwood Life Plan Community,"6200 Oregon Avenue, NW",2024-10-08,Public,DC,Washington,2022-09-26,20015,J1772,"$4.00/Hr Parking Fee , $0.25-$0.50/kWh Variable Energy Fee",38.9709327,-77.0552771,public,286
ELEC,Hilton Garden Inn,2201 M St NW,2024-08-15,Public - Credit card at all times,DC,Washington,2022-11-22,20037,J1772,Free,38.90562790037026,-77.04896501689177,public,287
ELEC,1055 High Condominium,1055 Wisconsin Avenue Northwest,2024-10-08,Public,DC,Washington,2022-06-17,20007,J1772,FREE,38.9041479,-77.0627761,public,288
ELEC,1875 Pennsylvania Ave NW,1875 Pennsylvania Avenue Northwest,2024-10-08,TEMPORARILY UNAVAILABLE (Public),DC,Washington,2020-11-09,20006,J1772,FREE,38.9005059,-77.0425038,public,289
ELEC,Canal Park,1015 2nd Pl SE,2023-01-10,Public,DC,Washington,2022-10-17,20003,J1772,Free,38.8779161,-77.0027427,public,290
ELEC,1201-1225 New York Avenue SPE,"1201 New York Avenue, NW",2024-10-08,Public,DC,Washington,2022-11-28,20005,J1772,Free,38.901252,-77.028574,public,292
ELEC,The Hay-Adams - Tesla Destination,800 16th St NW,2022-10-06,Public,DC,Washington,2015-06-02,20006,TESLA,Free,38.9005107,-77.0369492,public,293
ELEC,1200 First St NE,1200 First St NE,2023-11-09,Public,DC,Washington,2018-02-01,20002,J1772 NEMA515,Free with parking,38.90608235,-77.00629931,public,367
ELEC,Upton Place Parking Garage - Tesla Destination,4000 Wisconsin Ave NW,2024-04-14,Public - Credit card at all times,DC,Washington,2024-03-21,20016,J1772 TESLA,$0.33 per kWh,38.9416843834593,-77.0767880947976,public,395
ELEC,One Franklin Square Parking Garage,1010 13th St NW,2024-08-15,Public,DC,Washington,2024-07-11,19119,J1772,Free,38.90294784,-77.03004941,public,407
ELEC,Municipal Garage,200 N Holliday St,2022-11-10,Public,MD,Baltimore,2011-08-15,21202,J1772 NEMA520,Free,39.291785,-76.610539,public,2
ELEC,Bel Air Nissan,1506 Bel Air Rd,2024-02-12,Public - Call ahead,MD,Bel Air,2011-03-15,21014,CHADEMO J1772 J1772COMBO,Free,39.5059,-76.38238,public,3
ELEC,Community College of Baltimore County (CCBC),800 S Rolling Rd,2024-09-12,Public,MD,Catonsville,2019-09-09,21228,J1772,Free,39.256947,-76.730918,public,4
ELEC,Younger Nissan,7418 Grove Rd,2024-02-12,Public - Call ahead,MD,Frederick,2018-06-26,21704,CHADEMO J1772 J1772COMBO,Free,39.39116,-77.40777,public,5
ELEC,Criswell Nissan,19574 Amaranth Dr,2024-02-12,Public - Call ahead,MD,Germantown,2011-03-15,20874,J1772,Free,39.177414,-77.249773,public,6
ELEC,Passport Nissan - Marlow Heights,5000 Auth Way,2024-02-12,Public - Call ahead,MD,Suitland,2011-03-15,20746,CHADEMO J1772 J1772COMBO,Free,38.827,-76.92355,public,7
ELEC,Darcars Nissan,15911 Indianola Dr,2024-02-12,Public - Call ahead,MD,Rockville,2011-03-15,20855,CHADEMO J1772,Free,39.11377,-77.16099,public,8
ELEC,Herb Gordon Nissan,3131 Automobile Blvd,2024-02-12,Public - Call ahead,MD,Silver Spring,2011-03-15,20904,CHADEMO J1772,Free,39.077447,-76.947933,public,9
ELEC,Annapolis Friends Meeting,351 Dubois Ave,2021-09-10,Public,MD,Annapolis,2011-08-10,21401,J1772 NEMA520,Free,39.001676,-76.525253,public,10
ELEC,Antwerpen Nissan,1701 Woodlawn Dr,2024-02-12,Public - Call ahead,MD,Baltimore,2012-01-31,21207,J1772,Free,39.312935,-76.734569,public,20
ELEC,Antwerpen Nissan,1701 Woodlawn Dr,2024-02-12,Private,MD,Baltimore,2012-01-31,21207,J1772,Free,39.312935,-76.734569,private,21
ELEC,Bob Bell Nissan,7900 Eastern Ave,2024-02-12,Public - Call ahead,MD,Baltimore,2012-01-31,21224,J1772,Free,39.296284,-76.509019,public,22
ELEC,Bob Bell Nissan,7900 Eastern Ave,2024-02-12,Private,MD,Baltimore,2012-01-31,21224,J1772,Free,39.296284,-76.509019,private,23
ELEC,Nissan of Bowie,2200 Crain Hwy,2024-02-12,Public - Call ahead,MD,Bowie,2012-01-31,20716,CHADEMO J1772,Free,38.919138,-76.718428,public,24
ELEC,Nissan of Bowie,2200 Crain Hwy,2024-02-12,Private,MD,Bowie,2012-01-31,20716,J1772,Free,38.919138,-76.718428,private,25
ELEC,Antwerpen Nissan,12451 Auto Dr,2024-02-12,Public - Call ahead,MD,Clarksville,2012-01-31,21029,CHADEMO J1772,Free,39.21308,-76.94426,public,26
ELEC,Antwerpen Nissan,12451 Auto Dr,2024-02-12,Private,MD,Clarksville,2012-01-31,21029,J1772,Free,39.21308,-76.94426,private,27
ELEC,Darcars Nissan - College Park,9330 Baltimore Ave,2024-02-12,Public - Call ahead,MD,College Park,2012-01-31,20740,J1772,Free,39.008053,-76.929772,public,28
ELEC,Darcars Nissan - College Park,9330 Baltimore Ave,2024-02-12,Private,MD,College Park,2012-01-31,20740,J1772,Free,39.008053,-76.929772,private,29
ELEC,Nissan Ellicott City,8569 Baltimore National Pike,2024-02-12,Public - Call ahead,MD,Ellicott City,2012-01-31,21043,CHADEMO J1772 J1772COMBO,Free,39.28255,-76.80843,public,30
ELEC,Sheehy Nissan,7232 Ritchie Hwy,2024-02-12,Public - Call ahead,MD,Glen Burnie,2012-01-31,21061,CHADEMO J1772,Free,39.1731,-76.61949,public,32
ELEC,Hamilton Nissan,1929 Dual Hwy,2024-02-12,Public - Call ahead,MD,Hagerstown,2012-01-31,21740,CHADEMO J1772 J1772COMBO,Free,39.605636,-77.687979,public,34
ELEC,Hamilton Nissan,1929 Dual Hwy,2024-02-12,Private,MD,Hagerstown,2012-01-31,21740,J1772,Free,39.605636,-77.687979,private,35
ELEC,Ourisman Nissan,3510 Ft Meade Rd,2024-02-12,Public - Call ahead,MD,Laurel,2012-01-31,20724,J1772,Free,39.10165650552629,-76.82296928916321,public,36
ELEC,Ourisman Nissan,3510 Ft Meade Rd,2024-02-12,Private,MD,Laurel,2012-01-31,20724,J1772,Free,39.10165650552629,-76.82296928916321,private,37
ELEC,Antwerpen Nissan,11405 Reisterstown Rd,2024-02-12,Public - Call ahead,MD,Owings Mills,2018-06-26,21117,J1772,Free,39.43853,-76.80284,public,38
ELEC,Antwerpen Nissan,11405 Reisterstown Rd,2024-02-12,Private,MD,Owings Mills,2012-01-31,21117,J1772,Free,39.43853,-76.80284,private,39
ELEC,Pohanka Nissan - Salisbury,2012 N Salisbury Blvd,2024-02-12,Private,MD,Salisbury,2012-01-31,21801,J1772,Free,38.39214,-75.57586,private,40
ELEC,Nationwide Nissan,2085 York Rd,2024-02-12,Public - Call ahead,MD,Timonium,2012-01-31,21093,CHADEMO J1772 J1772COMBO,Free,39.4404,-76.62571,public,41
ELEC,Nationwide Nissan,2085 York Rd,2024-02-12,Private,MD,Timonium,2012-01-31,21093,J1772,Free,39.4404,-76.62571,private,42
ELEC,Sheehy Nissan - Waldorf,2950 Crain Hwy,2024-02-12,Public - Call ahead,MD,Waldorf,2012-01-31,20601,CHADEMO J1772,Free,38.630057,-76.9056,public,43
ELEC,Bel Air Nissan,1506 Bel Air Rd,2024-02-12,Private,MD,Bel Air,2011-03-15,21014,J1772,Free,39.5059,-76.38238,private,45
ELEC,Criswell Nissan,19574 Amaranth Dr,2024-02-12,Private,MD,Germantown,2011-03-15,20874,J1772,Free,39.177414,-77.249773,private,47
ELEC,Herb Gordon Nissan,3131 Automobile Blvd,2024-02-12,Private,MD,Silver Spring,2011-03-15,20904,J1772,Free,39.077447,-76.947933,private,49
ELEC,Passport Nissan - Marlow Heights,5000 Auth Way,2024-02-12,Private,MD,Suitland,2011-03-15,20746,J1772,Free,38.827,-76.92355,private,50
ELEC,Old Farm Court,115 Old Farm Ct,2021-09-10,Public,MD,Glen Burnie,2012-12-01,21060,NEMA520,Free,39.160868,-76.599205,public,52
ELEC,Baltimore Washington Medical Center,300 Hospital Dr,2021-12-09,Public,MD,Glen Burnie,2012-12-01,21061,NEMA520,Free,39.138576,-76.62159,public,53
ELEC,Waldorf Ford,2440 Crain Hwy,2023-09-14,Public - Call ahead,MD,Waldorf,2013-01-04,20601,J1772,Free,38.64352,-76.891367,public,55
ELEC,Academy Ford,13401 Baltimore Ave,2023-09-14,Private,MD,Laurel,2013-02-19,20707,J1772,Free,39.07394,-76.869633,private,57
ELEC,Century Ford,302 Century Dr,2023-10-12,Public - Call ahead,MD,Mt. Airy,2013-10-01,21771,J1772,Free,39.368505,-77.143072,public,58
ELEC,Safford Ford Lincoln of Salisbury,1902 N Salisbury Blvd,2023-09-14,Public - Call ahead,MD,Salisbury,2013-01-01,21801,J1772,Free,38.389455,-75.580663,public,59
ELEC,Hagerstown Ford,1714 Massey Blvd,2023-09-14,Public - Call ahead,MD,Hagerstown,2013-08-01,21740,J1772,Free,39.628969,-77.76681,public,61
ELEC,Pohanka Nissan - Salisbury,2012 N Salisbury Blvd,2024-02-12,Public - Call ahead,MD,Salisbury,2012-01-01,21801,CHADEMO J1772 J1772COMBO,Free,38.39214,-75.57586,public,62
ELEC,Maryland Institute College of Art - Commons Hall,130 McMechen St,2022-11-10,Public,MD,Baltimore,2015-01-12,21217,J1772,Free,39.308846,-76.625419,public,73
ELEC,Maryland Institute College of Art - Lazarus Center,131 W North Ave,2022-11-10,Public,MD,Baltimore,2015-01-12,21201,J1772,Free,39.31074,-76.618931,public,74
ELEC,University of Baltimore - Maryland Avenue Garage,1104 Maryland Ave,2022-11-10,Public,MD,Baltimore,2015-04-01,21201,J1772,Free,39.302352,-76.617606,public,75
ELEC,Mayflower Properties,1110 Morton St,2022-11-10,Public - Call ahead,MD,Baltimore,2015-02-27,21201,J1772,Free,39.30246,-76.616698,public,76
ELEC,Parkview Business Center,201 Prospect Ave,2023-10-12,Public,MD,Hagerstown,2015-05-07,21742,J1772,Free,39.653116,-77.715766,public,78
ELEC,Mount Airy Municipal Parking Lot,255-299 Cross St,2021-10-12,Public,MD,Mt. Airy,2015-04-01,21771,CHADEMO J1772 J1772COMBO TESLA,Variable fee,39.375442,-77.154666,public,80
