ID,Station_Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
927,SIMON FASHIONCENTER 3,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,1100 S Hayes St,Arlington,VA,22202,38.861417,-77.058564,,J1772
928,SIMON FASHIONCENTER 4,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,1100 S Hayes St,Arlington,VA,22202,38.861394,-77.058575,,J1772
929,SIMON FASHIONCENTER 2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,1100 S Hayes St,Arlington,VA,22202,38.861446,-77.05855,,J1772
930,BSU CHARGER STATION 2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,Loop Rd,Bowie,MD,20715,39.019979,-76.76062,,J1772
931,DC CORRIDOR HAGERSTOWN #2,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,17513 Valley Mall Rd,Hagerstown,MD,21740,39.626176,-77.76911,,CHADEMO
932,LOUDOUN COUNTY SJP L S1,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,39464 E Colonial Hwy,Hamilton,VA,20158,39.136307,-77.635721,,J1772
933,LOUDOUN COUNTY SJP L S2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,39464 E Colonial Hwy,Hamilton,VA,20158,39.136158,-77.636038,,J1772
934,LOUDOUN COUNTY SJP L D1,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,39464 E Colonial Hwy,Hamilton,VA,20158,39.136325,-77.636077,,J1772
935,PHEV SHOP 02,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,11670 Midlothian Turnpike,Midlothian,VA,23113,37.505796,-77.61404,,J1772
936,LIBBIE MILL C1,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,5001 Libbie Mill E Blvd.,Richmond,VA,23230,37.589806,-77.495388,,J1772
937,CASEYHONDA SHOP02,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,12943 Jefferson Ave,Newport News,VA,23608,37.153023,-76.533028,,J1772
938,CASEYHONDA SHOP01,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,12943 Jefferson Ave,Newport News,VA,23608,37.153009,-76.532885,,J1772
939,MC FLEET WHEATON MCPL 2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,11701 Georgia Ave,Silver Spring,MD,20902,39.047882,-77.05113,,J1772
940,MDTA BALT HARB TUN 3,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240494,-76.5881,,CHADEMO
941,MDTA BALT HARB TUN 4,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240486,-76.58813,,CHADEMO
942,ARE MD 24 7 8,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09486,-77.196465,,J1772
943,ARE MD 24 5 6,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.09481,-77.196481,,J1772
944,ARE MD 24 3 4,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094872,-77.196427,,J1772
945,ARE MD 24 9 10,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,9800 Medical Center Dr,Rockville,MD,20850,39.094787,-77.196526,,J1772
946,LOUDOUN METRO STATION 2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005074,-77.492935,,J1772
947,LOUDOUN METRO STATION 3,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.00557,-77.49293,,J1772
948,LOUDOUN METRO STATION 14,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005383,-77.49307,,J1772
949,LOUDOUN METRO STATION 9,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson Lane,Ashburn,VA,20147,39.005344,-77.493065,,J1772
950,LOUDOUN METRO STATION 11,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005356,-77.492905,,J1772
951,LOUDOUN METRO STATION 10,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005325,-77.49284,,J1772
952,LOUDOUN METRO STATION 15,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005424,-77.49307,,J1772
953,LOUDOUN METRO STATION 7,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.00557,-77.49297,,J1772
954,LOUDOUN METRO STATION 8,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,43625 Croson Ln,Ashburn,VA,20147,39.005413,-77.4929,,J1772
955,UDR DOMAIN COLLEGE2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,3711 Campus Dr,College Park,MD,20740,38.984284,-76.949498,,J1772
956,MDTA FORT MCHENRY 5,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.265537,-76.56216,,CHADEMO
957,MDTA FORT MCHENRY 2,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.26561,-76.56207,,CHADEMO
958,MDTA FORT MCHENRY 3,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.265583,-76.56212,,CHADEMO
959,MDTA FORT MCHENRY 1,public,ChargePoint Network,2024-10-10,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.26565,-76.56203,,CHADEMO
960,ORACLE MD 7031,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,7031 Columbia Gateway Dr,Columbia,MD,21046,39.17283,-76.801575,,J1772
961,7501 CHARGING STATION 255,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,7501 Wisconsin Ave,Bethesda,MD,20814,38.985246,-77.093568,,J1772
962,WEST HALF 2 & 3 1900 N ST 2,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,1900 N St NW,Washington,DC,20036,38.907185,-77.043714,,J1772
963,WEST HALF 2 & 3 1900 N ST 4,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,1900 N St NW,Washington,DC,20036,38.907196,-77.043603,,J1772
964,WEST HALF 2 & 3 1900 N ST 7,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,1900 N St NW,Washington,DC,20036,38.907191,-77.043798,,J1772
965,WEST HALF 2 & 3 1900 N ST 5,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,1900 N St NW,Washington,DC,20036,38.907192,-77.043647,,J1772
966,WEST HALF 2 & 3 1900 N ST 3,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,1,1900 N St NW,Washington,DC,20036,38.907181,-77.043678,,J1772
967,WEST HALF 2 & 3 1900 N ST 1,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,1900 N St NW,Washington,DC,20036,38.907191,-77.043765,,J1772
968,MTA MARC BWI12,public,ChargePoint Network,2024-10-10,2021-01-27,0,0,2,7 Amtrak Way,BWI Airport,MD,21240,39.19197,-76.693985,,J1772
